,VAR_ID_CODIGO,VAR_NOMBRE_CODIGO,INT_ARTICULO,VAR_ESTADO_CODIGO,VAR_DETALLE_CODIGO,VAR_ID_BASELEGAL
18,65d43c32bf73475cb13473292798fe23,Código de Comercio,12,Inactivo,4ZrXWJDD6BDkd3fkQo46,20f7d6448de74441b7d3e70e44aafb90
19,acf59809daad4a40b7fc39ede0153340,Código de Comercio,69,Activo,wIrSyVYZlol8qxghvujF,77d58b3de1e04b3a98822e5d0dcef21b
20,db860050d7b4405b9778db8fbd9feb4d,Código del Trabajo,13,Activo,Rb4hOjByTlJMFiDL3Du2,f21d6daa6e874812bc6aa45d0e1fb18c
21,821b16eea29c4c7cbc1a2d3d4f56bc98,Código del Trabajo,50,Activo,2AhSPH9qJcMprqgD0VzG,0dcad138c8dd4465b578255b401c88ec
22,aa06c82d455b47af84cf4a0fcd398895,Código del Trabajo,70,Activo,TQP2NhxjBwvEfolAkIrD,7a9920dfa68a40648f0bb548cd4c3bb8
23,720268d658844943980247eb47c140e9,Código Orgánico Integral,89,Activo,r2LiJx4P94zdhtZYxCvL,1aecee96a73d488f9d6b323ef8733c41
24,efdf7ac1a8634dccaf3df2603c083bb5,Código del Trabajo,46,Activo,q4f5rYzMRjUhI9WGXxEP,76829b5ea5ad4445bcbbdc7cb7dc6555
25,48597c414c6b442b91c6d8a674d2c3dc,Código Cívil,25,Activo,Rl1hZLM1XxIwWC9SBI1a,6d6bc170a00e42199290609e7562d3fb
26,e6cf38da23e948f4abaa73dc899593d4,Código del Trabajo,64,Activo,QJ3HQEdPGwkcSJn54Rkl,feec1b330b8d45d4a1b273846601ae0a
27,58ab4a61a0a443d7926e5fcf0faf916d,Código del Trabajo,7,Inactivo,LwDqQUEk5n9F6MsaHEFR,1c61b18a36b84eb2bfa82b40af6b412d
28,5da8816eb55240b5ac6aae99b8564aa6,Código de Comercio,95,Inactivo,YxTC4Q9dEg5VpFPs0q0z,248065ab2b084c1089265a0d11b61f89
29,8eaa6d85b4d949ca94914579e62c4943,Código del Trabajo,23,Inactivo,HtR8Ce3u418cZA6mfsYN,9de55ec66e494d4684c18bf1335f9498
30,593530b914054ba793fb1e73e966f425,Código del Trabajo,48,Inactivo,4Ql4QV6ghRRH5gPgectD,15b96e9101c442f5bc63fef98817b9d3
31,464c7c0c3bc94bd18d3f246ed77216b2,Código del Trabajo,12,Activo,7qjofOrbc2ZxOITVSIIg,eb17d9b493bb40be97fb9d56c1f32ff4
32,6c5b7763a5ad48219d14066392c467e6,Código del Trabajo,77,Inactivo,ftZ9SNSFTvYQ0TM6NfOw,9e6fd51a91154c6da8a679af5413f3f6
33,8440a7e7f1774cc6a1f0208e18c078c6,Código Cívil,93,Activo,sUSQs0AxRqF5sqs9mDWR,9021fa3d65534a9180a94ee7d4b3a965
34,63c81c61a01b4339babf14f7ba2ae310,Código del Trabajo,92,Inactivo,IoPlYteUhBb4ZT1xqzbj,8d2827acc12d4e39a4119cad8c8d92d9
35,9be7e142e6c646749373ed924249c496,Código del Trabajo,66,Inactivo,GCij6hG2KQ5O87GqZJP0,b7cc9fb013c54097a0276ac44174ceb9
36,bd80a0bdbb6b47188aa7c03a272c5d26,Código Cívil,39,Activo,czvtNyWDeD0uxNGYreIP,9fea057092e047b894fc2dfdbb8abcfe
37,50f35822ee5647fd821647792641c979,Código Cívil,56,Activo,oBqvrNSGp1cfB9IX9avO,d84be411f6bb4ba2b35b92b6f4d197e0
38,f463f86e67ed446ca1b5eb5b50f27d66,Código del Trabajo,30,Activo,tZzFVR6iAgvqkUXCoJD3,a906461c70d64100873a55a77e69202e
39,36d98647c1d548b79f8d630ec0eed21d,Código del Trabajo,10,Inactivo,8eL2bk1t2Af2K5si7Ypx,5e4f261f67eb407f9ae64a72c592327f
40,e854baaad8f3490d881d65ad71a4dfee,Código del Trabajo,44,Inactivo,1bWFB25mtPYG1ZalYulg,5fba5214addc4a80a2451e3f6026a26a
41,aaa4b62aa55e4c379adff31adef9c4fd,Código del Trabajo,10,Inactivo,cg0vv8FZgK4tHbWzgtYf,d349977acda746b0a73131665a97ceaf
42,4a0204674cec42348541e2d26a5ecefc,Código Orgánico Integral,55,Activo,6uloZUN6oZudX76NoN9r,2fc4bc579d924b3f851f0daa9512a3e7
43,db1263b1da8f4186b0ef8ff5eca07801,Código de Comercio,16,Inactivo,yBRyMTgBSn49iD2NBwLt,b80839d7e50146e0b75fe0bf5d242932
44,11711b1e9bc04ccd8be546fd5325cf38,Código del Trabajo,95,Activo,ASiytGufZucL7Gx3HWnV,484e5b5e710d48b3a4c586af354b0f7a
45,eca5947137194b9ba70c51df42282f84,Código del Trabajo,15,Inactivo,yz5JERmGCrzIGsDZessz,062ebb1f60de4184bf0401f207b8c50d
46,e1aad15af4f8408189c177e5ffc3394f,Código del Trabajo,0,Activo,quJdwda1TpLcAl2nPTQS,f7b04b3e96944ffe9dcdd0192de605cd
47,4709011de3394a75a17485fd314c8e0e,Código del Trabajo,73,Activo,TylJCkGBD1xcK8YylN0X,7f39a3fdec1d48a1850bd2ee1bef5d9b
48,37a8abb4420f4fff9dd552d1564b7620,Código Cívil,28,Activo,WjlNRFSWiFsvvsTYRzlM,4a61c3e98f194a2f868ecefdbede0279
49,54a78f3320b14612a264ba03e2e7a460,Código del Trabajo,23,Inactivo,IBQ8rnzHL2dVxM96xmcv,ed9af1e2c14f4ee3841141d6f7263f8c
50,82ddbe569f3a45839b67716fdd53f510,Código del Trabajo,44,Activo,nvz2AAzoSVIrGolsvmEB,0140028a60fc4e61b7f53caea7409b9d
51,3f8bb2e4e1eb452d969a81d462d5fd1c,Código Orgánico Integral,81,Activo,VhpBE4yWdKsmX4KUWNcT,59551405b13245e5b5d3ee9da21b1bad
52,3ea97624c423475b9e1a6eafbbe309b0,Código de Comercio,88,Inactivo,miZQeS4XOdwr6pFqZPkB,de7aa65f02bc4038bc812410bb545a48
53,02bdf0eefa374d9386a4ed534a005395,Código de Comercio,73,Inactivo,7spXi305MJmfkTibgWGS,0ad57a9a7d2645889a67a24d2ae621c1
54,616f63b6c56c442bb70884d409b30f02,Código del Trabajo,43,Activo,jtmqGek2D09iYxtE4I3P,7fe36739477141fdbc4ed5f6770917e9
55,8249b44ab75e4ee1be4ebdbdff2d3b21,Código Cívil,0,Activo,Jt6FthUyZ3zG50Ht2n2D,bab1ddc56c20419198aca0022af92859
56,0798cc1720b840a9a5e7c3497b0a4c95,Código del Trabajo,65,Activo,JzOC0HaZ3sFAI0JwFwVQ,09d2d164ce734a13a6ca6d0b15b71599
57,c58b7997a1364e4ebd296e5bce8c251a,Código Orgánico Integral,88,Activo,YKoUumP5kkICvSEQ0nXH,f9f249ec475b47f2b8c690d84548ecc7
58,6460a93d1b25439c8023652586cef114,Código de Comercio,19,Inactivo,AIhymCfXlOHBE2YJZGld,3a367b1c153c43c4af9dfb47216b3eb0
59,c6da0dd62c684b2aba4769ab23c32709,Código Cívil,6,Activo,99T82cAKNPVPN6BRLh6N,54f8d546a3e540668478c0cb031a7183
60,8a8346e76eb1424b9de0a006ae166624,Código del Trabajo,47,Activo,EtM7uvTY87HksW7x6X6E,305e783471af48a69d7f87a2b14179d4
61,1f734d6ed6a9424eb141ccd10c01926c,Código del Trabajo,10,Activo,GIcQ6WbKuYmI1EQsUA1S,78826f6a33c14c9488d240d0632eb80c
62,ac2468454fd94087b8cd4ee0a3214967,Código del Trabajo,16,Inactivo,C8oYAV6aZ7ORiyUyF8jV,2941b97d39eb4f6ca7009b62f0ab457b
63,bf7b6774b5a745fca663c7b96a299b6a,Código Orgánico Integral,18,Activo,LXrcFXEVbOKVASxoZnHw,4d7681fdf0c8425cb0e48d583f15b2fd
64,b687c952958349aabff6cf3d2ef05ae7,Código Orgánico Integral,9,Activo,dwjD06PpVMqZsKwe9mID,4a2399c094994b0398e001e64209c265
65,8ebe653f9b294ad195a7346552886243,Código del Trabajo,59,Activo,6NxD3ue7OSHWyrFEamG9,5fbb3ff4defa46b19eb22be350416c9f
66,bf3bce0f46114034aa0e9e56c98be669,Código del Trabajo,61,Activo,rQQgVsAD3A0FgyJrak5I,437148e49bac4ee7841319a1dca92ed1
67,c539cf0944e14fbbb812f9dc445b411b,Código Cívil,96,Activo,0Uw9ofwA9XNTGuyhIU77,b5e9d0665fcc488f9876fb1644e1e46a
68,b8d9313226d24182a59e518fa8320e3e,Código Orgánico Integral,92,Activo,TBcdiK6chGPL6JrPkGts,5fbc5e9229bf48c392bc276eb9c32c52
69,c19029ef2430469cb76172fa569cf40e,Código del Trabajo,98,Inactivo,nZqg3yz3ukxgxt6rlYRd,7d9645bc43a2416abf8c0b1ca62d284b
70,0f44917159bd480bb1eedbb99197c7f6,Código Cívil,27,Activo,49kMyzuj8Mf93OBNPLtr,ccb8806ed01d4a1d80df4a830d2b3916
71,569e6cb03d3c4603becbee4f80baf8a6,Código Orgánico Integral,67,Activo,Uc4I9buVnqDlsBPWM4B6,2fcbcdd9e2a745edb0576409d3bf1fc6
72,c499e16fee164e25ab9061dc246bb721,Código del Trabajo,55,Activo,UC5Le2tnHytgRbWtCnR8,8342f6657c684f99b80a5f140905256e
73,56b3bd6ea5764b80bb12a228edb6645c,Código del Trabajo,28,Inactivo,N4qnQeorQxjXkKuMpR1T,0ea04bc288444073a58bff77be640b94
74,b6d8295b0d5244f39d02dd05e3dde5a3,Código del Trabajo,95,Activo,pnwPZA76CX1eg72UP2xc,53ff01eede924095b844965ec7509d79
75,476d72dc727a4b3f9ccdeac675eb0a40,Código del Trabajo,28,Activo,2DjMFgKr6pOXIc7JiWK6,041874f6ffaa4373bf04c80d0415d11c
76,1b568bcfe67d40a084bd85b99167c6c5,Código del Trabajo,27,Activo,IzN9Qyq8gxC94yUwjk3f,fd483f166e6f4c6c899f77f544ef86ea
77,294ec86771144fddaf5b968e6fca6b2f,Código de Comercio,26,Activo,F1twSTReazI1ZuuNs6vS,b41abf200d434b639f857cdb8e12c050
78,af6b32b9f86f4b798f33a9d700d826e0,Código del Trabajo,42,Inactivo,mqhTgtW26Uwrm4Sw9e24,f75d66e96c5949edaa849414723ef849
79,f8218fee0d904d689d484b17d99d7d4a,Código del Trabajo,74,Activo,h4kygdK5eepT4YZJDmM1,b144463d8f86429fb685953cbb4c212f
80,449b8e8f41024861afd012d2f6b91660,Código del Trabajo,78,Activo,YNqceT5UpYMGr6Q5IWcs,3458dc378a6d424b9ff07799b6df2767
81,d6ec0522fd024712a47cc0712eecb986,Código del Trabajo,86,Activo,JWpA0ywTkbYHaFhpUpSu,7b146b49e1154119acd38824dcb129f3
82,da0d47e40b134414b4a35e0d64357f85,Código del Trabajo,29,Inactivo,MK5nddZgwon1iLhAYKI9,11cade86ff624560a3c61fa8c36dc7d0
83,eba952c6defd4e25bad4d56672ea0c1b,Código del Trabajo,21,Activo,3BmVtfhfq4jxI59nTxZA,5dc6542d66b540a890f1555dce09f479
84,1864ef0fb1e744a599aab3a3ea441d35,Código Orgánico Integral,90,Inactivo,vqBWO56FUEz3zqmcHg6E,3f2ac29c2e664eb2aa1427cab1f4ae4d
85,635e0b1c43ed4914a5f98ce211b1734e,Código del Trabajo,96,Activo,PzrXo2IndnG1iq4tJ4Jp,a144d6d9f586448b9457eb2b60f1db6a
86,ef8f5473b9714b3ea7e642c4cd689702,Código del Trabajo,47,Activo,EXjZTqGTT1P9N5QWg8UZ,924c5af5dc574320ba43f1c56d3caab0
87,757be3646cf84ab3a29798098dc6838e,Código Orgánico Integral,72,Inactivo,nkPPLTCZSSxxVPKoVTYr,060b9e2d3e884b36b57eceb734deefe0
88,9f5864c9c86c49128ef90785e3df45c2,Código Cívil,94,Activo,49ZcDvl4ORC6KR1Xbs8g,ddd867878d6a405d803929020220999d
89,f41da4349f624502a798dd81d513b44a,Código del Trabajo,15,Inactivo,XIPMjn7XrsfYMZv5FlqA,15f4f36a51ca47e6806499989bf79ce2
90,98113688a43e4c62b7fe92f3c247e1ec,Código Orgánico Integral,93,Activo,IJyYkPuYjzfBbSQuLPMt,44ca76db60f34512b64d5aab11b7db6c
91,8aeb8e58ed8446f8980caed514428933,Código del Trabajo,50,Activo,S29HBDuNwz1qa2zP6ns5,4645181d521b4db5861a4c7fb248e4c2
92,c5ac04e1c2e247ce9b1be691de7aa5d0,Código del Trabajo,7,Activo,7itRLHNrq9HOLpyDehai,2ad4638db79541ec8cb508a6f649412f
93,4a5d0375534d4ae7bbd9479c56bdb3d4,Código del Trabajo,87,Activo,bfrcVbFLvy2IWZSUbeUD,f507fb27ac954ea6b7ecee4390b54a19
94,ccc9a89fa98b45969504618f1557fe2a,Código Cívil,12,Inactivo,F4FVKdhtGNIppt4ysB3t,af0b31d5ecef4267826ad2528c562608
95,3b3bafa9c7274d8ea2eb60ed9f554acb,Código Orgánico Integral,99,Activo,cnDavJmX15FQY59Z8dK6,7b11f304a3e94634b2b70aa7c52c585a
96,b7b9eedb98e34e8ab67ec6f25ae08bf1,Código del Trabajo,84,Activo,r3WvzslBjIsbuiXSLSZm,74e49b745da54297bbd2a731c8af1117
97,66f1f28687fb45b595d510de47145381,Código Orgánico Integral,72,Activo,qjufoYKUZ51AfxQhWKpH,d971e43b4edb4bb6b7178e831bea1a60
98,91b009d5adbb417baab380b7fb6f8c1e,Código del Trabajo,64,Activo,m27bZrUNigLxtuk0hCiX,ae39b070e6f44a079b52cb201befe559
99,e5af051f14434bf4b11e7329505a0a1f,Código del Trabajo,70,Activo,87pNfnwXTSdjGGmCpiVS,9cab56352a3040fcbf3a3b84f8daa5ef
100,47815efbe61c42ab89668a1cd8ab5a17,Código del Trabajo,0,Inactivo,tV8macTffTJXyo9hBXJp,17030b30bf7e4c559e1558f71be85ae6
101,5d453436050d4f05afc709a4d524fa45,Código Orgánico Integral,17,Activo,GBMM67vkrUUBgzk3sZ7D,f8e99f238c48494a9a2f2dcc870ae828
102,8a370234a2fa40fe88762a01fac9eddd,Código del Trabajo,38,Inactivo,8JuIbBF0ZLuHktl1yRpe,1c234bb92e284f7b9df4ecc7c9fa38c8
103,4e692f90881b419e946598bf9dcaa889,Código del Trabajo,92,Inactivo,N9BsRH5OJ9EKWIXU2tBX,5c4f4bf614ac45ce843f3119909c6757
104,220fd95ca77a43e5947e2f23ef8f4753,Código del Trabajo,65,Activo,VQ4xdojiycrj63WbvjPy,b0c5d15688c14ee1b35f957ec68f0aab
105,f04236b077814ac8ab27c0e69b10be7d,Código Cívil,54,Activo,pPl9DSLhRSLzT6LQdeug,1712de55b519492cb0386fb46dc06535
106,45b99e63c1454f6f8a71c3f7ca8747ec,Código del Trabajo,52,Inactivo,Gkm6AukumrFU8l1O0xiX,9384ae22261b4bd296257d7d544af7f8
107,ef6b1094288e44edb2aecd48ad1af156,Código del Trabajo,60,Inactivo,m76exv26TUUS9m6KNuvR,b9c875c9a9f8462b81a647fb34675695
108,b0538984fae9417a95d4e1d0a46ca32f,Código Orgánico Integral,23,Activo,ZeFwAjvhm2pdxijoDlAn,1733552ab99643e3946012f4d1fc0ca0
109,5abdff0aac1f48ff8cdff19808011633,Código Orgánico Integral,5,Inactivo,udojifFHSYO3o9XmywPu,80e0b888f3be4536aaa23308a5bf6bd2
110,257957e413ae4a57ad67543b435bdc95,Código Orgánico Integral,18,Activo,Yws3gyRxuAKtXnLKQpui,06bb3a9e1975473490e40483f371c8e8
111,ff96ff01e76f4ed7a15b7f7e09aac311,Código del Trabajo,6,Activo,Vpmn2iMQkWzkFmCaovoF,ef81e96a6103410fac47c2991c982968
112,c075d56619b74eb9acc757eaaf8cabc2,Código del Trabajo,31,Activo,Puqh0uXotrTVklm1rclP,0bfd8686030142579b99681ab806fd91
113,d41e0b695d8944949e03e1ed428e037b,Código del Trabajo,47,Inactivo,Gs6SLoOomCtQQUfuXl3T,604f4326aa18433ca395c82bce644316
114,457b8569398e432dab0187151c955aaa,Código del Trabajo,86,Activo,FskyKTDMgDosaRiU0orP,fe5cfd455a3c4e9ca941615d6dc84fb3
115,523195e5cda1405891a76803ac5f3c5a,Código del Trabajo,18,Inactivo,L5sbw49vR2fVSxGohcLv,74100cf6832b453a8e3b643586b140d4
116,be6f9027d6e04fb3ab9e41b9f3837d70,Código Cívil,29,Activo,mbpP9tP0hxZzVzCToGNe,8193c617b38a40638f858d99926ce22f
117,2178e1dd0a4d4ae3a1aad5ab4f809bf2,Código Cívil,76,Activo,Se66X7cfZwf18eqK0rK5,bb12be3be1d641de9f90e772390c656e
118,07676ddd06724cc3a36814e614d85cf7,Código del Trabajo,82,Inactivo,5Rr8WQLSTnU3Ft4pxely,8eee3beb6da44fedaf5b0c83ba4285b5
119,b993fc8d476f4adcab0207098ed47aa7,Código Orgánico Integral,67,Activo,SqKMP5jQi9veMGcPORSE,cdca1a80cb5147f6b71e67342adb3713
120,3188e4f1f6d346f19bc03b1ec4069955,Código del Trabajo,78,Activo,xpHHaIUxJRdCnuUHik0x,f7057125588849f8a7c99a3208b263c1
121,58ed25a11f13430d9da477cca22f3ad6,Código Cívil,55,Activo,fNgQk5G83tvRtsMFI5U1,d10f011e5e0c49e293dd432e094b338e
122,6fe56969625d471582b5beb400ae5ff4,Código de Comercio,16,Activo,BENbqslnZrnyG7saPopv,0ab60f2836284afe86a87d4a1f06f81b
123,c97c81bb6ab84bcd9a45d7c24f704c8c,Código Orgánico Integral,4,Inactivo,je8eBH54pW9jVsjjR9Gs,47bfb669bb264954a27b01a2c7e226ee
124,88dc004f198440af81a9324148560785,Código del Trabajo,83,Inactivo,xdGYWu8YcjKsljLL3rMq,baef1974d4d84f5cb064aba3f578cae5
125,d7cc49be10bc477ca8abdd9474dad2df,Código del Trabajo,50,Activo,CPxiOlbloTzrwwM2CxmD,2ba3d3b5cccd40068a66d2fd8c2cf9c8
126,585e9e4920474bde92df6c9b77d5b824,Código Orgánico Integral,65,Inactivo,GsvAt64QhbKaG1qBl6dq,46bcb55a01da429f9bcbba1592100d0e
127,5843fc2442304a159c96de10876a7ba5,Código Cívil,88,Activo,jAQ7VXLE5kd69USOaZ6h,62a636b98d564dc595a4584c2668ec9a
128,07173fc5cf7c4abbbfafab8da9aaa02f,Código Cívil,99,Inactivo,LuCFfJrUSpTTe4ioGLTO,594e6d1af7bb4828b00873efb1307e93
129,88e06f0b09764173ba84084662810ee7,Código del Trabajo,14,Activo,WIspYsEPIL3yOrlJJVdu,4bc0b27f678648cbbc43e1c6ba986d71
130,20df5642262f427080085750343add52,Código del Trabajo,5,Activo,Op8cXT6Ow3t47n3BqqbD,30443636cc8041de91d400f8c72b54db
131,d096d4520dfc4ef8a0c8e887a659da58,Código del Trabajo,57,Activo,U2uPqAiWr46DCHCCkI9z,4bc821ffcd514552a9e95669e4a87fa3
132,f0dbedc954c145a9be70fe07a57dd717,Código de Comercio,23,Activo,nipFN8GOgSWc8whpxSHb,dbf1484a154b47a0af2a9b34a9c20649
133,102400b4a9aa4eb1b5f5eff130ad1855,Código del Trabajo,21,Inactivo,0otml3VY9wto1OSp3t5I,437238eca01b4e1b88a2ce868f65ba9c
134,0bf4c41873054298ab2473d81ca3d360,Código del Trabajo,67,Activo,CS7KQt0NNPAWakGOyaFg,109c6a1e8445430a94d326ce3bb2f205
135,9c0b0299c9be4ed6ae3e4ae6acb99a3a,Código del Trabajo,78,Activo,XAMTbGeGjnuUKlCuMxzd,486b1731d3b64643b211a28f70cef88a
136,c4d513592d9a4bef90c3f7b132305f22,Código del Trabajo,45,Activo,zXYGlDoR2PckRsZ0DZYR,7077d6e5ce9f4c568abc1fb24e35dfa5
137,ca07a8b003994202b8b20066b787017e,Código de Comercio,9,Inactivo,u4oU5IIVzO8zyyyMDONv,e4937241b0b14b5d89155d752ec47254
138,f1e5ca8517d2477faa558a65cb84dad7,Código del Trabajo,34,Inactivo,2GPvZq6GeBBBsFZ3yrUH,95750c59381d4f1faab4bde7d0ebed6b
139,0d027beeaf004704a054f55148f7ce0e,Código Orgánico Integral,8,Activo,avF7NGul7woHo5exDeVV,bc53d64aebb741ab9a9690a0b42fb86f
140,32bd79c49be341cfa17995bd22d9eff3,Código Cívil,82,Activo,x4aFYnz8P0FCvncQmSF4,19bf98402f8b47b8ae6f61b27c84fde6
141,62dbaa4eb1b64276af7ddfcf15c9471e,Código Cívil,85,Inactivo,h4YMWb4OHKO2CNFCVgHe,102937af0b714739a2f72f482eec66ab
142,0451bc93dc154ff0857d2c460e2a7327,Código del Trabajo,64,Activo,NgXf3u65X5ZVemmdfo54,75843ffda83e476fb4949e72ec011d86
143,08f012a6c9634a77b6ea1d7402139f49,Código Orgánico Integral,66,Activo,iGy4jLbhXgzg9BrA6ILA,2bcd643d6f1f4af68e1f80db0f824822
144,58dfeaf356e24f5b9ba26293bc43788d,Código del Trabajo,46,Activo,Y2sndefLnDjZYHMQ4h7a,9e21afcca58a49d4a230337f3f947a42
145,05a568789d414193a7ce730e72962e5f,Código del Trabajo,24,Inactivo,XMX0T0kxuB3EKcOoQZ1M,9d8fc79113f8435db992b3da1ee0413c
146,1fa19f06ac6f4c3bb6cf1b77cf90a5f1,Código del Trabajo,88,Activo,1yt1nziAF1oXN0uH0kAn,ffa299b3147a4bf39ae5db79a44e64cd
147,9960be01114645898831746eb217ff34,Código del Trabajo,30,Activo,WDTOi4vJl7B9gzk2xlvK,7577e88d15a74c0eadf1ac50e7709302
148,4a90c216897e481e9438c52b62224d47,Código del Trabajo,91,Activo,rXJUwLMZMXIAEzY2mUbg,8e5f4e293643455fbf0182752939579f
149,f56fcf66f2b14e8d904b5fd28014ddbf,Código Cívil,1,Activo,xPw7YddVLanNFj2HpJyX,33178974727f4ab39f1b825a919be31a
150,a1e1ddaa949246f5bc2168cf2e2c7bd0,Código Cívil,32,Activo,vgDK7vRpHFiDPnvC2T9O,9cef892b27954155b27e6b8e5c3dbc20
151,fdae7031ae354481afed205689eda458,Código del Trabajo,34,Activo,08JUADru87U0AemH0CVk,b762d91630d94479a93f13f29fdf97c4
152,d9d8bbcab1594d99845215dc13c0200a,Código Cívil,5,Activo,GDJX7X0a4fzgO6FQrMoR,260913ef5caf4c47b82ea9b50166f345
153,caee9fd2902b403baacc7eb1dd5043ba,Código Cívil,21,Activo,5uDGeo7r4zQ3zs6F1eQj,9c1ef84711f94aafbc9e5d69830aeadf
154,071aa52d55d44f519d2da340c612f347,Código Orgánico Integral,44,Activo,rMM3HeAYOB95OGeVT7Km,51c1d7ac2daa411c8c7bad4351e36b79
155,f990109943ca492089ea6d8e4f8d63ed,Código Cívil,26,Activo,nJGHqkq6KGZufGSVqBaO,69560ecb69644019883c3fcb06935906
156,79c2f76823354754bc23327037c6597d,Código del Trabajo,92,Activo,eEhKNNmVXsUowoANgmRC,4654c8ed9bb0409ba39598d8483afd96
157,42720c54fe45406585b3816ac878fb69,Código del Trabajo,36,Inactivo,WqtBgQzT5HN1HntDSlaM,7455afe492bd488fa80761023e202739
158,8ef48cbd505f430a821e987bc654a8fc,Código Cívil,77,Inactivo,dS3LevECgIZzYXZrxUw5,43b31d8a4f9249429b306e70c5cb17a6
159,3cfeaf3ae19e4b5baaebf7925f47347e,Código Orgánico Integral,65,Inactivo,YHbrQNdbZoTWAtzhyKLe,d788c11c89cf4feb88744747a76f6143
160,e6dcea119e63475e9e2531901cb09880,Código del Trabajo,93,Activo,FNQi1WUqyXSZlq1JXTfx,411f3e3a8254475ca484b656b971c759
161,24bdcec6db554144b30ab04014ba2b4a,Código de Comercio,59,Activo,1ClHF3mxQuMyg6SHqvq9,e1ac66e107384bbb89e43297b7f00a50
162,de69d4b1e3224a92858d7d866c1db0b7,Código del Trabajo,77,Activo,U4dawAzLE92PTcZqRZEg,07fb6ca83fc444d49b05d3c51b6b46a4
163,ca3a2d715fff43b5aa65d5009bc0da61,Código de Comercio,87,Inactivo,PFOdwzmk1vvx4lHxZFkA,722bdcb355fa4a47b4ca6f5d9a91df30
164,4d65a76df64241ae9edb89e74780a319,Código Orgánico Integral,71,Activo,iQXAPlmqBLslYHyojVoa,4fe29cd1520a4d7faf74ea7cfabd1d66
165,96466bc657e848f3a886ab252f53e729,Código del Trabajo,95,Activo,lgElTFd1deYyxxlcXKgg,80e91ac012464e42b65fadcd28b0a1f8
166,32f8a56d62154350a4b62fd521f0d931,Código del Trabajo,2,Inactivo,n4MmxvBlw3ylIRTwtzsM,8214183d590d4d329560f47fe42b8acb
167,8d114516e09a4a3aa418a4819fefeb2d,Código del Trabajo,98,Inactivo,cF8fNBGzj4qRergWKq8Q,bb979cbbd63c456798171925851254ed
168,f8e0849eca874a76a15031d8058bf973,Código del Trabajo,48,Activo,XNCdHKBuDJ3MPFhZYE0S,8ab8f2396a034f11ae29008da4521ad0
