,INT_COD_ROL,VAR_NOMBRE_ROL,VAR_DETALLE_ROL,INT_ID_PERFIL
50,e0727fd3b666496fb111b96e5135f1c2,Afiliado,Asistencia por maternidad,c83a5da010d141ff9f8d724e4fea00ef
51,d2ac60a983d946018dccbbb969e73e71,Pensionista,Obra social,166f6c9305904b2c9757915791acfbd7
52,7d1562fc78864114bd84559b9c11b8fe,Afiliado,Por el estado,6bcc05e4c269432faec718d121031593
53,c20754a392494b0f8b78c5b45e9ab350,Afiliado,Asistencia por maternidad,44e9d24ea0c64fb8b604f2ae2b48845d
54,021e5dda96ab46da96bf9b7ca0a2788f,Pensionista,Por el estado,983e8ed9a12f48c38cddf65723c6a9c8
55,46055547e8574129bdc4234eb123b56a,Pensionista,Asistencia por maternidad,a4eda06c485d4d4890e609dd2901554a
56,87041ae776654361ba12175d8b95f113,Afiliado,Jubilacion,65358e6750f540178b87d4fbe4250646
57,84392bc5a67847db9848d4d91c01ba41,Pensionista,Asistencia por enfermedad,6dc339cc26a343d4acf07304ba12ac08
58,a9a1eceac6a4438f84e848a343822e76,Pensionista,Prestamo hipotecario,f944a2ce5569423aaebfaedbab1bc0c3
59,bd998d3d2abd493cb8ac30867281576f,Afiliado,Jubilacion,9f49477f79ec45598c2fbdf9c44a107d
60,d45d3ffec4a5486b917d70cbb5e0d28f,Afiliado,Asistencia por maternidad,f4081a43982a434f87b16885deb788e3
61,8068fe1455144458a1e3160a827b8bd0,Afiliado,Jubilacion,5b60b7496b22444e8a3b9ca450f81889
62,44073ee9108d4dce94a4defca0b875ab,Pensionista,Prestamo hipotecario,64ba67ee066446f8b9cee2bbc5b912de
63,5e1cc1b4d2794a1b91aa4897d980474d,Afiliado,Partido politico,2d13402a2bd745359bff240ec4de43fe
64,5ea356a0bf6f42bb928505d6847b15ca,Pensionista,Asistencia por maternidad,f114c601cb0c4754a7b0f1fc80d26cc5
65,a76ccf697e07405989ebd574bed0b3fa,Afiliado,Partido politico,d7ef6d094b1a4c10a282169ff983a2d0
66,0141db4fcc9a46ddabdac25b29eca2cc,Afiliado,Prestamo hipotecario,617176223caf4b41a2a091083c7db8ee
67,419770edf9bd4a01b74af8f48c7114c9,Pensionista,Pension por vejez,ee5b9c1fa25246ccbb975932a80b4ded
68,636dcdafc15344369b8d60677122f232,Afiliado,Partido politico,899c38723e14435bbda1c88e8c712429
69,acdf50d0f3874d19bd0a9e27a592d0f2,Pensionista,Por el estado,82f9576d531e4d0ba36f17e050f41cf2
70,cdf39075af334ffea1eb94508a51c51d,Afiliado,Prestamo hipotecario,3322aec497da4f9696d2e6ac559ed7d7
71,6e587d41a94744c09d20bb3dcced2857,Afiliado,Incapacidad absoluta,94ba7bb6dbc041598556a5f3a02aa1f5
72,835e1ab78dfc457da8ae255fe91e7ff1,Pensionista,Asistencia por maternidad,4d123a166ff74b9f81f4fa18fae7fd41
73,6f75c4f68a154dbfa2d3d918db62bdcc,Pensionista,Asistencia por maternidad,e30b8c89aab145db90d1a68dd0326f92
74,83a449111553410f8327916e44d9d8b3,Pensionista,Pension por vejez,f3056a88e9ae428ca3657b37d5e50790
75,f2ed0625b95c4dd28f0ec9e193f6119c,Pensionista,Obra social,2ac3c813830c4ee0bff2b99f61d2d2d1
76,acf4f831ccfa425a858824c9434eb4be,Pensionista,Incapacidad temporal,4ad53116ef1843039ad48faffaaf8c5a
77,96c0443051634d0db889bcae99212600,Pensionista,Asistencia por maternidad,712fa22a7137437ca48565bcd13c29bb
78,0943da593eda4f2ab8429077f06394e6,Afiliado,Prestamo hipotecario,621a9d9944fc464a89556794b0951e8e
79,3b5e5963e8b74340a7201d8b0275d288,Afiliado,Incapacidad temporal,342b865b43524f5caac5dd38dd27c65d
80,2b1c825c25d8483a96eb752ed0bc0cca,Afiliado,Incapacidad temporal,f0918595d27d413f89d62e1b1127e2f7
81,f529e858eb76468b868c240023117797,Pensionista,Jubilacion,7e9bdacf158944faa9b2356da9b1b8a2
82,c5fe920c9a8d4353bd7c813a0a065c39,Afiliado,Jubilacion,e9e2214fc5b147f0a526a42a578c003f
83,a64708e337c94120b4c0e1fe65b7d6d6,Pensionista,Incapacidad absoluta,d3854874c371448c99029e5985409b7b
84,555713b93a554ddf93a81705104fe927,Afiliado,Prestamo hipotecario,1d38720b18b843b8b2a49e15ce2a1db7
85,f59f6e083051484a9b168a00e39dccf7,Afiliado,Por el estado,9073101634e54604892ebe3dc4065608
86,9f4373d00b3747979951b262b4f85fc0,Afiliado,Obra social,8d4d985d51f844d49fed8d32d9c214d4
87,44afbe0883b44f5d96f5ea488cbd33fb,Afiliado,Por el estado,54b5ee3ca843427d8abf868f917a8e52
88,6689366136b2475e8249800e9cda6071,Afiliado,Pension por vejez,2470861c4105419db49d2d7a64cd3483
89,2ac3df7a3b104a308c46b94765b2732d,Pensionista,Incapacidad absoluta,ee50fe4f12e54b6fb0a3a24e5067f6d6
90,376b464e78bd49ebb3ae38eb2f5510a5,Afiliado,Partido politico,2f4b993d02a6409ba0185b877c749d43
91,4ae8834dcaae43a59ed9a4b95ddeb2db,Pensionista,Asistencia por maternidad,9891c0b5f2384dd19fdfb62e1508864d
92,7750f6715c124bf09b05aa945ab5cd8a,Pensionista,Prestamo hipotecario,d643c2ba5d8046f987af2c5a8cbf15f3
93,6942060639ea49658322c77bb1b47a6e,Pensionista,Incapacidad absoluta,8a4da2b9b2874fe8987b7bbb57e2cd61
94,8091838acc154b8d9b3aa36a6d7d36c3,Afiliado,Partido politico,b8405d8592794679859b35fc15782659
95,0d7e519273594da9b18109ee1ac406ef,Pensionista,Prestamo hipotecario,a781a677d82541a497346f4c7a7ee0a1
96,65187bc8fbf04d4cbe5b3b8da82f7263,Pensionista,Asistencia por enfermedad,137d56ac45834b75b97e2fe31a346668
97,0f2e177cd4bb4cc6a916409d92241201,Afiliado,Jubilacion,22e5e36d29004ed69728ba776e042d65
98,5a833568875546e297226ccbfa9639cc,Pensionista,Por el estado,2907e0f371704c4684bebf5c6900e2eb
99,032f8ddad53e42cb9d49689e1fe2f988,Afiliado,Pension por vejez,afd9cbe40fe341c9a963e454305815b9
100,3ebb5f3155ee4a55a75e8a887c1700dd,Pensionista,Incapacidad absoluta,c46202eb061740d5b8ca173ce0460468
101,5ccbb2a8d7a04e45a28746c20f444c78,Afiliado,Incapacidad absoluta,d6030330a82c482e9ae846908e1eb3c1
102,0f02a0ac17e54517b603d518c4de8a01,Afiliado,Asistencia por enfermedad,5f3cff370d034a80a9dbc722909f56c6
103,374391a848cc4ac1bc7e740119561ee5,Pensionista,Incapacidad temporal,8f9c1e7fa44e43edb1475264f4323d8f
104,0e3d984f24394f2bbe272df4da40084a,Afiliado,Incapacidad temporal,25168acb52ad48058fd0fcfab256571b
105,7278d4b0bed04e6090470a29a2d867b6,Pensionista,Jubilacion,9e26c7d0c0f24980952837249ebc7101
106,19da049f80b043e2bb75e268a63bf007,Afiliado,Partido politico,f1d09d0b23cc4b0f88be9d9ae9f341fd
107,fe30341e617d4093b16750a872375c35,Afiliado,Jubilacion,edf2c32d7ad44fbbad0e2af7c7fd1ca7
108,fbac03e4ceb4448a8e5d36a08433215b,Pensionista,Asistencia por enfermedad,e184ae1155b249febd9e8feb41f973bb
109,9c3f0f5faa274c0dbce99c7e8cef4f96,Afiliado,Asistencia por maternidad,d78523c8f78a45e0b8c90d3ada1301b8
110,c0855cbb9e3841f8ab210fb224bd9229,Pensionista,Incapacidad temporal,e27c751ab57147dfad3e5923a2f56e59
111,f123fcc34458453f80db1bb2043308b7,Pensionista,Jubilacion,4c69004a1b1a47f39d02b22adc836d23
112,9a9eb191b7e44922acf08d1ae8e4bd26,Afiliado,Asistencia por maternidad,0d301ae1f48f49e1b44982dc20232824
113,4391885c63f64b488edfdf46d57d0755,Pensionista,Asistencia por enfermedad,cd81883c3fab46b09ef5b9a5da906f1d
114,f6715582a899428fbdb2ae8619269179,Afiliado,Incapacidad absoluta,7df5f214a55f4705b6b043a6fe98c78a
115,be6c03ae0f064b47aff704324c94706d,Afiliado,Prestamo hipotecario,8da1847fb2914ab7bb72c5301b4e58a6
116,9245ddda2b9140d69096cb0950e8892f,Afiliado,Asistencia por enfermedad,94957396897247baa7d68dc2513392fa
117,796f225cfb804dfaac3b396a019ad57a,Afiliado,Por el estado,57d72f497e7a427c9ba249259513c4c1
118,df0525257fdc4c12bd9813799b9cf564,Afiliado,Por el estado,ebad6ec62c0e42abbfe62a163870f0f8
119,64a61092829f468694f27f7d65665d27,Pensionista,Jubilacion,62e3a3337afc4357a88c7dc359da6a45
120,bcfbff4fa5e64ce188cbdbe3073fa816,Afiliado,Incapacidad temporal,05f03e1e754b4ace839479fd8dc79d23
121,83b135667d394329ad9a357a3c193a07,Afiliado,Incapacidad temporal,674d2c2b523049339f8f247ba00e8ab0
122,5e79364180f04d39af494bf50952d7e4,Pensionista,Asistencia por maternidad,8da417830ad743a8a47479a8f832a835
123,baad675c3aca49d1b68b99ba29da0e76,Afiliado,Asistencia por maternidad,17eca29f52d444b2b9cc08d479566f57
124,4130606c8f0848d38f8b6fd6d1394fd1,Afiliado,Incapacidad temporal,abbd9388cc7b461492f30d5da07a01a1
125,d7d95e1baa90440cba3285c18e9e8df5,Pensionista,Incapacidad absoluta,076e1656b5f94e8fa4e8d02a56f9e1bb
126,33bf2ec19419461195cfb999c7257146,Afiliado,Asistencia por enfermedad,23b55ed274374bbd9fda8444ae550478
127,b532e8f90b7f464a821c76ebb5615232,Pensionista,Prestamo hipotecario,0a05603b0317481d8aa93de6e9490f91
128,9efc3aebf56e48e4852f13110722999f,Pensionista,Prestamo hipotecario,db474a3078464c229a0c341c7bfa65d8
129,f319d429a2c4446a894fc21579c676c6,Pensionista,Incapacidad absoluta,2b72d678f2e5439ca599f7feec8602a0
130,5a42fdbfa6864a59ae976e8cea884184,Afiliado,Asistencia por maternidad,3fc88d558cae46de9722470f23aeed03
131,019baf7c369042e7bd03fdf4b6e0794a,Afiliado,Partido politico,ffd18f6a184048cb9811f3a497f7489b
132,233b05c4a6704fc8b53fca32c2c2b1f2,Afiliado,Obra social,dc57b64d835341f3bcd82280626cc54d
133,9906524804a442178c761c5f6ab6e855,Afiliado,Asistencia por maternidad,e0f20cd26b914577b7c88a6f04775e5d
134,4fafd3886d1c45448b7d6f8c168517b9,Afiliado,Asistencia por maternidad,43b3e667e6da4c01af74fce099bb1b79
135,eee9939581cd48c89b29628fda31cc1c,Pensionista,Por el estado,5d008b5bb81c4095ba370d4036a94b54
136,70b2c8e0c5fe41bf9fe226107d33fdfe,Afiliado,Partido politico,81982bcf10cf4da885e2d14f0b7c9791
137,0bd1f2e75f3641d3b9c679ef6a636860,Pensionista,Asistencia por maternidad,91b60c9409ae4d599e9957aadfd00b64
138,0b39361f81164051bfed8e7bc58e5b92,Pensionista,Obra social,ebc356b40b834434b2e0b87bb880aa1a
139,ac2229aeccee4f35b66a835555c2e055,Afiliado,Incapacidad temporal,8b76d1deaaf142379bc278ad3a840a63
140,04ec2b4bc8734df8aa6f54ab50a5245f,Pensionista,Por el estado,d55b6548328b435dbec54fa2cebb495c
141,ef065453f13b44468bb38c28f9e9957d,Afiliado,Asistencia por enfermedad,ce7ec317c7ee49ca99163280b011800e
142,754a21c5dbf343cb937afb62b7cb801d,Afiliado,Incapacidad temporal,c8c1a3eb1af34693a43d73ea87272431
143,9747aa495b0c469da08b0e918ca925bc,Afiliado,Incapacidad absoluta,f05ff6119d5b424bb43c6796cc40627b
144,8bab5ba6673f4caf96264fe154e10b97,Pensionista,Obra social,26b385ee9e4f4124b33c0e833b02dcf8
145,a25067be50c3446bb5180c04d95adbe0,Pensionista,Jubilacion,3fc053dd14cb4adf9ba070e87dd8946d
146,100cff5c4193413ea1d4e5915c5ad1d5,Afiliado,Jubilacion,f799b09fae6845689602e44871aa483c
147,7cb076af9bba4a8398ca80ccc02c1cac,Afiliado,Obra social,c8257ccf808f4bb4b4368f4ba8a1e64a
148,d0c16001dcad4cd3a7c964c5afc24b60,Pensionista,Incapacidad absoluta,82f7a1d170bb4f52812e616939f555fa
149,e6a012490cf44ae58512c616fc0ffd25,Afiliado,Partido politico,1fad81d87fb146db8511085e83b24686
150,fb7ac2eaf9404512b8c607d2ea33d821,Pensionista,Partido politico,60a4c9850ada43f29654273c394800e7
151,56b6defe40e7429fb8020da324be9a51,Afiliado,Incapacidad temporal,34645a0c4e8c44dcad7da4c561ae9375
152,e3f7bb3c894440738ef505a9d7f898e4,Pensionista,Incapacidad absoluta,1c432b12bcdb45878a23adca4b91684e
153,91c0466e26b44606bacd6c71d944ff6d,Afiliado,Asistencia por enfermedad,5bdec22052774e3bb294aa719013b000
154,e32c59019076400e967da7530e47341d,Pensionista,Jubilacion,2282bce2c6a64c5a94c39fd96722dc09
155,92512066df984d9287b6438df60f91e3,Pensionista,Pension por vejez,b9e5039f0ba1478babe4a472de841d1b
156,f157333ea0874384a5b9e59cb0fb80cc,Afiliado,Incapacidad temporal,133db9951d074663bdcbc1bcfb3100e2
157,1a0fa110fd114c859cf73dc7189cb30a,Afiliado,Asistencia por enfermedad,781d240a53f94eb68d2d36c7c60b14ef
158,039a0dd74c6541b2b0a17c1a26309e24,Afiliado,Asistencia por maternidad,3f6cccfb6e6e4a28a0e7ec37a379c5ed
159,a8d8556fe2384af396bdc6b80030cb74,Pensionista,Jubilacion,aa9d36873c5a4f0488aed919039ce87c
160,437303c3c5174dd88504727e136300cb,Pensionista,Partido politico,851b152cdff7435d889c1040a70a7fb4
161,320950d59ca14e9b9fb526afa37ee1e6,Afiliado,Obra social,f83e2e84486d492f8d4ac86406340ce9
162,e660c58171e24e6db67e68fab5d041a8,Pensionista,Prestamo hipotecario,03cad37101f3465e9dd54e2f2f596960
163,d912a7be28984b758cb5804ec334b77d,Pensionista,Incapacidad temporal,ea81e6eb984743c88492d86e68358015
164,3c605c02b1084a1497ee323a9b4fbc0e,Afiliado,Partido politico,ebf8755389ed4a6ea01f3944b59ea006
165,b33c5491646c434290829bc9196ec175,Afiliado,Incapacidad temporal,5cda0e627f4944198d2a00dd3d040085
166,24e41fe455274b0a836e506a17496069,Afiliado,Pension por vejez,88e7745136894646a3826e8a1fe38bb0
167,a8b8825ee2374e37ae6917bd6af0fec7,Pensionista,Asistencia por enfermedad,4b86259c564b4cd49dd5bc36bd9ffa42
168,0c66ceb670314c6a8f3b5a3750acfe1e,Pensionista,Obra social,56f75b92181b45778db9e4836adf464b
169,c61556afd3c145d68df5a3870c417213,Afiliado,Asistencia por enfermedad,7317bc1b54a2401ca3032db6ae7a53cd
170,28963819cdcb48ba9d38e81858139235,Afiliado,Asistencia por enfermedad,891b7e7e7dca496fb86d59f6fc46d5b3
171,39be5e47e0b14eeb834d3514d01e3d79,Pensionista,Por el estado,26473cace23d4411b04460dd5c4485db
172,90f1f64479ce435884e0b0849d9d4927,Afiliado,Jubilacion,1a9a53cf71aa411296306d66df5b515b
173,42bd3ca7b443469c866c81130ea07b81,Pensionista,Obra social,75cce9870b9345e4acc09b9ee6b98fae
174,5067d8f1821d44edb834be14247f54d6,Afiliado,Incapacidad temporal,6995a3ede329472082fef1762104ce37
175,c6ddf732a03942abbbebd9c7ace39b4a,Pensionista,Asistencia por enfermedad,b6aee3318ca1414282659696e23ff3b0
176,6b2ae93b421c407bb04244c03d648171,Afiliado,Incapacidad absoluta,31f9da3c69a34a799b1337482bc03590
177,f876a48fe5f24d3f8f5204250feb47ae,Pensionista,Por el estado,035deadd8d814f55917a0d388a44c1b3
178,1a48d6a2eff44f9b9dcc82cf71f039f8,Pensionista,Partido politico,72c9d06b1cc746fda134f7f6416bc2c8
179,ddfcbb2dca8a42818a549d3f89204b17,Pensionista,Partido politico,2f18b2915db2434fb6604c3dc5bc8719
180,7cbe8af056fc4693bd7e50b5e74536b1,Afiliado,Pension por vejez,bec43f2310eb4321af38e3229c55f1d9
181,ac64d21be8d5419cbf817f6e0b2df20e,Pensionista,Asistencia por maternidad,9ea92b6b7ce64f5fbf870af3eb781101
182,2ab2a4d554a7486eb32c58562070be00,Afiliado,Jubilacion,dc5ea565813d4faa82e1f0b780e49c49
183,d6fc432e4ec74d27baf826159a263fe8,Pensionista,Incapacidad temporal,29c4cad4a6624cba893aaf3945e63745
184,89d6420d23274c76954cca8603f20ceb,Afiliado,Partido politico,50be3f79b26a4e65af060a50de63eeba
185,db23fb6c3a254b6d92205cb56b56ab3a,Pensionista,Partido politico,b77a9835831d4e96b35e5a983fe4c731
186,6458917e40704621a42c3498a4c374b5,Afiliado,Prestamo hipotecario,bc98f2aae24b4fe0bfb29dba3e5b5984
187,2e32c21b95ed40faacb9bc1aade7725a,Pensionista,Partido politico,7af27c37119c48e0a454fddabac29c38
188,bf40a8ef76d040259b9a0f0898e4074f,Afiliado,Asistencia por maternidad,c7dbaaecde8340b2849afa1d972aa2b1
189,afa1d250f29b4e69abbc3499d57ae7e6,Pensionista,Obra social,2a12013dd37a467689073f49a2fcc789
190,2eb7b4e63edb47fcb1b11bf0cb997315,Afiliado,Obra social,4b9d57a0cafb4653975de830948f2ae4
191,9e01e86d1dd94619bddb55808fa8ee58,Afiliado,Incapacidad absoluta,aea2d02093f34e54a24ddfb79dcd41ee
192,71e2234e357a478bb8997dee39467c0b,Pensionista,Asistencia por enfermedad,b401a075ad0f4640a34b834b941d749b
193,57c9231cfcc34daea6347fd8d2c6a5eb,Pensionista,Incapacidad absoluta,edffbd4619684955b8d5a6623b08cb28
194,bc64778329ae4fef9c6a871583a1815f,Afiliado,Prestamo hipotecario,6935b33c3b0945b0a98ab4beee594ceb
195,45a8c12d55894126a290ceaf15e60b22,Afiliado,Incapacidad absoluta,073d0bffed424048adcbfd71fd122e98
196,156813fdfc4240098cefcc77948ce038,Afiliado,Pension por vejez,6296043ce3114b0e986892255a5c84a1
197,38213019be9541638bc3ecd652051d8d,Pensionista,Pension por vejez,3e5975d49cc74605ae980de375bc5186
198,4639dabbdca048fd9356a127a126e941,Pensionista,Asistencia por enfermedad,d35519d73476406885a07d05bd287af3
199,4dce8476bab64a52980e21d1f49a6787,Afiliado,Prestamo hipotecario,86f049ae63c445bda65d3df47e6fb3b4
200,4045739019d44d44af4f45352962fdfd,Pensionista,Obra social,343a9ec3f610413da3d318224ac683b2
201,993813747cf94cd98d77bd3e508bd039,Afiliado,Por el estado,eaeae6abce984318a277f0659653fe0c
202,fceb43c14bca4d0ab7fa6bb6b571c6c5,Afiliado,Obra social,9d942d03d1884b5486da8bf738e279d3
203,a7ea703317684c11af1ca7e4d2f90e4c,Pensionista,Incapacidad temporal,fa3974930b2a4e84943c1b8e9ed23e27
204,689703736371403faf816cf506be9cb5,Afiliado,Asistencia por enfermedad,39554d6429bc4ae3a6a0c779d5a9190b
205,a2d155ea77e74cc0aeb7d578ec88bd7a,Pensionista,Obra social,d05768e27e8c4b03962b59fd4571f2b5
206,595ddb5214c84cf78f384850b1e5e348,Pensionista,Prestamo hipotecario,c8021793cca544ac9bd2e79938285d30
207,711e438ad9d143ad8c9057cfe6106691,Pensionista,Asistencia por maternidad,a4dbef6b59ed4211ac71c4e4bb1641f6
208,71401c02a454469cba7df54a3210053b,Pensionista,Incapacidad absoluta,de5f9a74841e4aa2af5262f2ce9f6acd
209,10df4aee15e34e18827b8d3799274349,Afiliado,Incapacidad temporal,1dbc921ade1943d086d8ff8a36fe01bd
210,040ebb41ceda41ccaed90f028ecc93a6,Pensionista,Pension por vejez,b55bbf93f95b40d0915171234ee9093a
211,38349f289e9d4e0186e251e3516a8cd1,Pensionista,Partido politico,8dde35b0169c45afa85e09e6af588d61
212,a7425fc081b6427ba886faefebc4fb27,Afiliado,Prestamo hipotecario,b52d54e4083a4fef9a89b6b4962c6e79
213,58fbcdc796f642e98cadb38c67558c7b,Afiliado,Por el estado,2d1a20842d7b4f7195af943aa20d39c1
214,e94d23aeb56e4e61978434cc99eaa247,Pensionista,Incapacidad temporal,007a7e2a13834d93b0407e38dac73ebe
215,f0eafbb071844407b430680a93000f30,Pensionista,Por el estado,56d7f157d0c248b5bfc245ce6adb376a
216,64120ff3d76e4d66a688330cb922824a,Afiliado,Obra social,3760128ef47a4bd599978c120cb5cdf5
217,85e254c328a84824adf5fb86078863d7,Pensionista,Jubilacion,7eaff3fdd8574b3b91ef5f02ff5d1af8
218,2f6961f221da45688c531b6fcc90224c,Pensionista,Incapacidad absoluta,28183e289e484722b261a6c100f84a4a
219,cd16d713abd44b22bb21988d6a9280a8,Afiliado,Obra social,5d4f3b12121d4b92a180f7a294d74524
220,3a5e2766032d4280931e0e1793863515,Pensionista,Asistencia por enfermedad,efd4a007353e4f94a0a5c8fc0adb424b
221,1a2b4d6b9fad40c283f7a94b856cf2a7,Afiliado,Obra social,99a6ba7d88fe43668f1c1132f8b5134a
222,ac723543c4a044a69be1aa36a658636a,Afiliado,Asistencia por enfermedad,e360e679892d4cf3b82b44f26a4aa95e
223,019fd5e3c91a4ac8b83ee818faec269f,Afiliado,Asistencia por enfermedad,3800238eda3a4de3b0b7f06963f181df
224,549ad955be11424f95017fb65a7440e9,Afiliado,Asistencia por maternidad,c29eabeaba434819a6b29d0d1a1fb254
225,6e01d68a101e46b28937c94c0ac147a2,Pensionista,Asistencia por maternidad,770143eb38b34cc1a8ea3af4bd9b377c
226,9504853edc4746549daa0a6c77b660c5,Pensionista,Incapacidad absoluta,6d06a64e97274940982940b075f0488d
227,2445ffc72e604cf595400d3b7691d4ba,Pensionista,Incapacidad temporal,1c52785cdf514665afe5af54a1a58093
