,VAR_ID_BASELEGAL,VAR_DESCRIPCION_BASELEGAL,VAR_DECRETO_BASELEGAL,VAR_ESTADO_BASELEGAL,INT_ID_AFILIACION
1227,1556145d69e145b189bff0ead335eee5,1gREdB1gKiYkA6abXTbI,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,fa85a5e44b014be4a96a6408cfe61a94
1228,fdea849a16804bde8a13b71be92cac11,t8HUM40FmMCddtZkzspo,Norma CreaciÃ³n,Activo,df939fb38b1e47b9a5fd923e487e7f19
1229,eddd323155c4462d9e9654ec03ce41e0,79K9FBvsGM16LQpzt3Jh,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,3fe6e00b4b314104875aa278cef4b264
1230,696dfca1629941fabff6567f43e14d8d,GrAHKNDGQkjjqQ8Wa0um,Ley de Seguridad Social,Activo,8150416e8ce64ee889d080691b8d7725
1231,523801bd7cef4ab191396cf27942e855,jyT6NYKQB5FgrJCgpBx9,Ley de Seguridad Social,Activo,816543be4e9e4364a359521abcec060b
1232,7f7a114b86b644389268e53e48704914,5HupfhQYSQmkXWDQfY3C,Ley de Seguridad Social,Activo,4f0e5fc21d364ea1bb0d6539c8be558d
1233,141f5b4a42e6432393b9f9e24da1470b,gr9DG6FE4eKWdfxwzOk5,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,6b8fc4a0936c4415b2ae10175e58f519
1234,20a43d0d3b0e47f59104478618c6dd0b,WTgSTxi9xeE1seRxNt8j,Norma CreaciÃ³n,Activo,21ba3418cd8e4fd9a7658072e31e1a5f
1235,cdee60d1ad684149b6440a829428f2f9,LUtrZvxaQoQGbbIoqSfL,Ley de Seguridad Social,Activo,60054fbd8e064813a7e120b64c2479c8
1236,1ff6cfc53cc84325ad573744427a08d4,GJPUKfSNszr9I6bo7hwM,Ley de Seguridad Social,Activo,64435703201f498fbc6dedf6cc6f7b27
1237,f033ed47ae034e538a30bfd0da74a9f4,WDDENA5dTWRoEwhTwSLr,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,e354f88d66e7454ba87467ceea4df138
1238,a28ced7de5944c838b46886dd50d8a85,YsvjIkoMRpTHg4hlnRl1,Ley de Seguridad Social,Inactivo,d74a0b89e3d5435ab009a759d5bc9778
1239,c687912db95d46c3a3a54dfffed6e131,QvdNOE7hmMCl6NmgMCgM,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,368bcdd4f9af46bfa33a844b73e68e1b
1240,2045ebe5ac8e4fb2b61e57de7a381c7a,GDt6mPQssPyV7Ujnqe29,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,5e46705b6f424b8f9753812d41265e63
1241,fdd31e0f6d7e4e33976d7e453dde927c,cnv46FaL1St0JqRtrD94,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,eab8924e572e476dba4873dca0c5b3aa
1242,5d2f5eb986ed4d81969b89a18aee9323,TiTM7zlaCiroTouVcCRD,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,9e30d6a36d414437864010605ac3ca0b
1243,09f052e581b74fa392f13ec42c8835e6,b3scY0Yl5BM2HtGspSF8,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,898154bb06c244239b917b7658722246
1244,51336ea3ff044188b673fe395acbcc6d,iAehulGNqdzqSHNxfWpu,Ley de Seguridad Social,Activo,a135ba5b2efd470aa9736494e1f5e654
1245,818e7f50da1c4183ba20bcef75f0f57f,6AD2xrBAeSGhdxL2jj99,Ley de Seguridad Social,Activo,b335d8a09e6f4481839adda3e029d3a9
1246,213cdb3e86b84cd6a4a9d01e97c09471,B07dsSHhWFbsose0R3kE,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,bed433c18a25456a8fa2a6953d869f5b
1247,477e34f999384d83a22b83120280908f,kfq8zfCVY3GdGJJcJAKI,Norma CreaciÃ³n,Activo,abefdbf62b9048009c0c770dd0897ea4
1248,bfd883bf09a745a2bee613e818e23727,t7e1BfkUblZLPKy3HVdf,Norma CreaciÃ³n,Activo,e10d3bccd64347efab6716d7f956491c
1249,d6cd02c5fdc7401f8f14b8646bc6d501,tjUtoWnXHXmPhLUDB8oY,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,8432be2277ed47eca20186d136f24c95
1250,a1f66f34e9e54997a227a76b99d1b303,e57JkV9kch6c6oDgzYET,Ley de Seguridad Social,Activo,771da9c5342842228f2687f2ef22fae1
1251,e153312df0234834921a81eebf5af516,9ZXdge7Ty1qgXXbatldX,Ley de Seguridad Social,Activo,8431f2af5a4548ed984627b5c324957a
1252,740ac65ef34f469dbc49d7a8f81a8aae,XNWQt3iUwHSfkXntjp3J,Norma CreaciÃ³n,Activo,4104a8a3c113479389d780ee25426d61
1253,86894cf9d16f4592bc4acf66daf7971a,5s6ISRT3EZd6q8jGVl4y,Ley de Seguridad Social,Activo,41bc52dbbad9486d9bc40254c3bfce1f
1254,75f8039310b34dc0bec161526107b4d3,k1HVJMKrRLpOC2Ea0UyS,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,dddf78a5a805495482bbc67d2bd775c6
1255,597bed76490340509dd2fceb52c1fc4f,csvgX1uI9qW5wW9nl45S,Ley de Seguridad Social,Activo,8947661a128c477d9c4f8dd89d7a062e
1256,a42247a624c34e80ac82a360b8702ab0,p2ocuAfKnm4OMjPxtddu,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,65caeada36de495f96143a2acfe11662
1257,7cebb0ac1f8a48b9adb6908b849c1339,v7LtITEeU3m0aylVrxXV,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,3aaba9c0dd554ce78801d126026ab891
1258,fbebcec6af1242829784ce98da9fe635,WMDkTyxPHxP0M98HPwY9,Ley de Seguridad Social,Activo,e1013cfc51b54dd98cb900dff8e8cc73
1259,4277ef2eeaf04dc4a68c42662822a864,GxDy5l7Hk4W1EObkBQmE,Ley de Seguridad Social,Activo,9df4ee3ef5b24c9b83a9277b08a52996
1260,f17253f4deb44051a77343c125f50a93,DYs4rJb000M7fKgW31Vl,Norma CreaciÃ³n,Activo,fbbf81e2091040b18fe54188e0474d10
1261,9fee19bef9e349c6a989a131f2e09530,vAKVGQPyAXH1kJr5Xaox,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,fe71c05fb44e48bab6ed744c9daf15d8
1262,a30c70c2081e4185aecbb7a92db9a0e4,ZUvV5eq8EfZxQugM7m72,Norma CreaciÃ³n,Activo,d18f7469f3e3433f8fef29c4d43001b7
1263,2d282b93a9c344398dcbe4e05e274398,wKpFWHAuDFd9X9wSTtGS,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,6440b62050cf430f88cb651eed1ef010
1264,ff165f9a16fc4cf1af43ef7a6a701bbe,T1jlqmgCG7BFu7vf3hGc,Ley de Seguridad Social,Activo,05592250f2cb4717be0ed4bb365e7043
1265,81539df5548d40529581fe82a7d618fd,EwOB0etcu6HSAlgHFTc2,Ley de Seguridad Social,Activo,52871f4269be4c4fb5cc8e29f3feb37a
1266,501affc1afe14f13b5762b068263afe9,Jc3fS1srUtv5TRHQuN5a,Norma CreaciÃ³n,Activo,74fa4f1014cf4abf81818766bfa35a33
1267,e82cfa80d5064fd4a314637d2d2c3701,DATJOAomTmYbJcbvUdwp,Norma CreaciÃ³n,Inactivo,7d690919239e47beacf1ebff20b7b2b6
1268,3ae4351f8ede4dcd8fd17d64759d046c,JFFicSxzL1Q7ktGWEjLh,Ley de Seguridad Social,Activo,c16da92836304e9892ff03c42e237cb3
1269,df4a340b29684871b0da769b4e91b9ca,jsshq09z76ALkaDBcPdL,Ley de Seguridad Social,Activo,81b4018cd3d84d39aa6c95fc51211120
1270,65594858dd794ef49ceddea4ac90803c,rykvwMWI9yQo62viKUSj,Ley de Seguridad Social,Inactivo,6d2b5853dfcf4d348937a980bbdad113
1271,767e69b5ce3b4235a5d14ddea6130de4,cBGUXeEmaeUdJeZrcLXU,Ley de Seguridad Social,Activo,e03c647103f541edb3d2c262cc9559bf
1272,ec0ad42eb1c548ca90dd5828900ae7d9,zyEhHFtdEf7pq2s5UPUu,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,ed199798b01f43b683a4cd013cbb1512
1273,85e37f9edb204ee08267ef29688ba9e3,RSCEqHgkw2AUxaiRT9QA,Norma CreaciÃ³n,Inactivo,3b1b9322b00b44db987083a931933a0e
1274,fa944236240844eda9d4893c115dff6e,g1OGs7Juqi4hRlAqUiTv,Ley de Seguridad Social,Activo,e8a543090a2e494a9091351ee2c5848e
1275,97944cc035a4456da073733e0428f083,8VTsapbrxdgewSkvO2EB,Ley de Seguridad Social,Activo,21d1a0cb070d4771a749fc1ffaa7c2e3
1276,9c8327be46d84b0bbdbf37b055b2b874,d3zCC2gYIj2Exg0WNLud,Ley de Seguridad Social,Activo,17b8ddbeb0ee4f66b488b9fef2e5f23f
1277,ec563206bb0244fab4529859521fccf6,Wz0yjSH8d0408CJwfziu,Ley de Seguridad Social,Activo,3f8ed2c2c41245298b12772da5ec5e07
1278,b65dd67aaa2d421fb5ec3802bccd4378,b1a88Nz2eDxGz0aCGcy5,Norma CreaciÃ³n,Activo,0ab4bca3aae9489f801fc56b81193290
1279,14c092cf5ad14eda831f02ae8d4aff03,0DJNrNb4JVIfGR2EvoND,Norma CreaciÃ³n,Activo,78aae071e6f24666b160e329e4849730
1280,1b760cc4deff4deaae845ae7666ac46c,Xdixjs8fW0L6glbfhnRF,Normal de RegulaciÃ³n,Activo,dd092b28f4534fa69ccd45a57f29eb15
1281,8fe746b70ed84f96b8579344d1ca4d40,6VbelNB0X1X2w3Hs0TyV,Ley de Seguridad Social,Inactivo,440cce66e9e14f229650282e1c094282
1282,8a0c12c600364ba5bfe412591fc12249,7IYuGjNDa5ehRjnAUDhu,Ley de Seguridad Social,Activo,202d6163722c4101bc919c804168a567
1283,06c0dbcffc994d58a06b4d71c3b63be3,06S2eh0y6Z9oPR8TS0el,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,1b4c8fd18f2a46879058878258fcd044
1284,a5f01646699143858a188781ccbb6c26,qIyBjdwijL4ehajmVmEI,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,2fafb63c88ea4239b2043b67774a02c8
1285,166f8a94c365411d8239c3c7f3cf18e9,rcLOF05HXQjPboKTSrAo,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,94871d6623524922a2177620c302306d
1286,f28049de67594ec1a85598173d0b2e6c,LhXl2QKLGl4OYEO8DBkb,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,b71e74f3339c419f84742285d1aa08b9
1287,16225bdf747842fe851d990cfacebd66,AE8T9ucXv5OACJSuWYGY,Ley de Seguridad Social,Activo,632e0b4438ea417a8c0da217e5d132a6
1288,fb112f75788e4edeaafc839c9e840a00,Gu92hkN0PR4khw4Iwu1W,Ley de Seguridad Social,Activo,91e6448493c1464cb0c8a87edf90e204
1289,0881150d6f394f15b9d33458364ac34f,PrIwkVpg2lkhmFD78xA0,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,8531365625074d3cbbea44d162949da8
1290,c817f5d8c8e64907a7705a0973b67ee0,tXVws4Z7gWNcjodugQ52,Norma CreaciÃ³n,Activo,202d3bc3927845b58512fbd41addf6d8
1291,1aca3b1fa21147bbac6c01aa8deeb633,F9uTfj2VNYXVNV2lAmTH,Ley de Seguridad Social,Activo,843b5a6385e5478ebbc63c5ecea81239
1292,8328a5fdef8c44e99c899b99f228ca6f,wwsX9y0v5f1tQDKQQ9Dj,Ley de Seguridad Social,Activo,9df638acedd8423b8859f5a9f505bd2f
1293,420454af423f4a14b825430a66c7b79b,DVEFMJLa4NFWQ7WZXOL3,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,91e473bcf2f6401585fb215d4c49cd63
1294,70bbad37067e4abab85d4963db275c13,suYqg8JlO0OfTZv15PV6,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,3fbfc0069b284beb80767dc3aa40323c
1295,64271a0930754a1eb439ec05dc42dd2b,tLGILhjJp2Pyw5K8WzZi,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,9156f9c3465b43d880c2e8c4bf9c0b30
1296,af7c3d4399944da596f5988586510c1c,4fw4yapMVWQjh2Jtht6M,Ley de Seguridad Social,Activo,1ded487f65e545beb199b3d7b932a862
1297,e0950a62da9c48d78ca7b3beaac54755,QI8JOwzeznP6NZ40KhMa,Ley de Seguridad Social,Inactivo,bba22d5df95f425992f0554937bb747b
1298,038f7507e11044629ce564174ef54cfe,ZWuWVmIjLgvFBjAqDW32,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,718b47abe7e74edab1cba6ff9593623e
1299,8a2f7a420cf34959ad123fe7b6a4efcb,K8PqH3ODITN3FEhAA9gA,Ley de Seguridad Social,Activo,5e033ab2a8ec458cb739a6eb18d9649c
1300,7ed4e5b5d16e4b6d900d08a045670681,B9P2j7D7IQ2N8v0gmO3s,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,855fc0a0f2724da2b4fe4bc9711a1aa8
1301,ff10aecfcee541a7b6a1755142ad37fb,UVF4p6MT3JFHMeP94J2b,Norma CreaciÃ³n,Activo,6a1ad91f6bc345deafe33ec0d8e1c131
1302,758b176ccdb140a5ae314c40311caea6,VGWbaG2LF6BGT95iNpyg,Ley de Seguridad Social,Activo,ed5916ec7943421ea824fe99b1d419a7
1303,e7cab70de40046a98032788f66e1a22a,RbCv5FdKntViMzocfbag,Ley de Seguridad Social,Inactivo,e4acd2af8ee940c4b609d41490557454
1304,6616ef2874764d0eb116818e61aee1d7,wzxCbFxAmZSt4o3Ha8aY,Norma CreaciÃ³n,Inactivo,081439dfae4744bcb5f1488c9ab591c5
1305,413f648c21174b3a8b141f46519740a8,urnEzhpJT1Etl2nHjATe,Ley de Seguridad Social,Activo,5a5e5165aed84d94bdfe8ef5ca6181ab
1306,d167f7f8193d4a85bb63ac2c27709779,3IbPELGuav7593BsJQyY,Ley de Seguridad Social,Activo,a9694974f29c4b05989b1e67521a3b9e
1307,e825bd900a114666b53f616df214da95,Qar4uXiyb9Qh70oChaaD,Ley de Seguridad Social,Inactivo,81d1803803b14fb2861ec827e476496b
1308,76926379ab4846a2bb09cd92251fd1f5,Yr4R5h2jpvecSJWBUz32,Normal de RegulaciÃ³n,Inactivo,0346edd1d1394156b3bdd54901d5393c
1309,32f880ca41b64b78969b4192a3629e05,mlD9AxSeldUogYIZhsKT,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,bbf52aa307e94de4b92faf16b74f0911
1310,fe37c4b9a1ce4bc6b44067bf8968b4c3,dn1xRMYiQPhvX3Hv0Vid,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,83154e3c12874dd590959a75edbb3aa5
1311,7dabd224839d48f69ffb7169180cc741,BvbI4vyvNHcPKqUohgRp,Ley de Seguridad Social,Inactivo,5b5aac9adc3f40efa5c1832c4a13bddc
1312,b9617e4aa5c64d028005b21443757841,2Lf5WMFBbSgXIdt5uOde,Ley de Seguridad Social,Activo,f408e6eccded4b03b8f28b228c247f39
1313,84295bd78c2448818c9bddf82c052d7c,WWltbX9SLQmUcUYlAKsp,Norma CreaciÃ³n,Inactivo,3b7f14b3f43f450d9ee580d5aacfc3a2
1314,6e1d8321199d44ddb274bc54c557ab50,j6aiC0GRBHE7p28OgUQp,Ley de Seguridad Social,Activo,c2de8a6af36141cba2f11e6318667bec
1315,1102a7f93c62498eb11a61f0950c8947,A11jlFJZfXUJd6InVMu2,Ley de Seguridad Social,Activo,8ff3ec70ee1f41b09a6329da89e95533
1316,98ff4dd5d379456b808b175a20aa511c,t3Gl0eMolNQ41n0TnKnA,Ley de Seguridad Social,Inactivo,fce579b76ae342e29a1accc50f673cd9
1317,99059aa74d1f41d6986e5b3c3d732820,XU4dQfY7qTBnOCVmDVvx,Ley de Seguridad Social,Activo,8cc0979986b3455e937e97a8d386cebc
1318,4348abd402674e92ad931c2e3215c7ce,2lxrEbrxQzGThLgYMtbc,Norma CreaciÃ³n,Activo,2a926a028107448f91033e5a3593be78
1319,747b61c05d0941e3816c688f5dd47256,dl7WGAfr54d8kLwHifIV,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,9db3e5b5056b463bada0bdbea1342fa6
1320,c51d980214f74a1fb57dbfd16da42b9b,pHWyaY2nDpJXSFE2RCZP,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,8426309c68bb4037b52a44df6ff73095
1321,07e0e41694a042d4965072f1a2281dfe,HMioz7aYgX6l93sLAs63,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,912b21de02d249198ddb063f5115867d
1322,149457bd346a438dbbd99944eefc4733,f36zNGFkIZFkk4rPI329,Ley de Seguridad Social,Activo,1326857a04124c4a8ea3a4ce5318742a
1323,475acd9676224686964e9019d81af5a4,RF9JAmmhjq8wfV2zkVuM,Ley de Seguridad Social,Inactivo,d703589751fe4f0d878f3206bdbc66a0
1324,275d7479282548698516a46a82fe53cb,FSFIRKIUx29HunqwKjrO,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,afcd377ad55f40a79e1722b7ba41cfd4
1325,ea0de3329f8349b3b4e5d84b29c7c289,Y4vkZ6nSuTmw51uG6MD8,Norma CreaciÃ³n,Inactivo,a93751b30dd14dea917c51ac28df8929
1326,07f85abce640475095597273d1690530,zhP0ECiZAk1vVjPLAtAH,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,2b4efe9da91f44bfbe6d6f8d2de1eb66
1327,81d5626ace13405bb3b21ae9d18b24ff,dMFTPGqSUYNyrVq5g3EH,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,38146a55984846d2b968501ae53eabb0
1328,b7e8a4396b764ca8ae77850be3350fce,SXaEVp46c0GMq2ivIkTX,Norma CreaciÃ³n,Activo,8e1bb3c3cea3402d908454dfb847fbf8
1329,109561a27aa24ee492d2df8913177fc9,YFObNNmikg2KQnV1qhFy,Ley de Seguridad Social,Activo,ec32538b142a4973afe979082443d3b6
1330,015c55e8967241dc880542ef3325bb90,6seOu1Et7OKVJ25c9FpV,Ley de Seguridad Social,Activo,72d46dacb40f495684c6f1d5ad607399
1331,339b90bee17f489f9412db702f8d58be,IhZKlJmuLOZErgt97Xee,Ley de Seguridad Social,Activo,fab55bee4dd04d71b360a5fb6edaf5dc
1332,ae38da19a7404b9885714518dd436ccc,hAbvtbwOqE8QFm2HVeuW,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,a4a17f9fb2924427a8fad0cce9beadc7
1333,81cfce01e3434c688fc7098579b1ecb4,FhESV7aypAyrBFV7Illb,Ley de Seguridad Social,Activo,3e8b01e0748744c8890b3b98c31c7d1d
1334,459e373b9aed4d3291cf65a2f0fdbaf8,tV7WghRyBH7wwYllf6Ek,Ley de Seguridad Social,Activo,8ef7c77800db49a3b1c29ff7396c4a15
1335,15df1615ea3646f6ac21a18dd375ac95,zwtVVqdLeZzOE6ZVvzun,Ley de Seguridad Social,Activo,a28c9345fb9a4362aa1a30390e7d2d0c
1336,2061ac8be3d0446db24c922041bda826,KHcPXlPt4eOMWVdWFPWH,Ley de Seguridad Social,Activo,ef22eb539c744b65b0ba565380b88787
1337,2488db2c24d642a7b70782b344e240d9,GC8MsLX0Hg7h3xahUwrN,Ley de Seguridad Social,Activo,9c08316c267c4d52be45fe84c0ea80cf
1338,5c4c64c298a34cbc89a5ef4fdd211dd6,9KDclpg663AE7dhZRD3p,Ley de Seguridad Social,Activo,ba1a315ee8f94a3c91d867f6b8afe0ca
1339,939342e59afe4a3faa29efb4f6335cae,Os6AkPPtPeu21sXmOUP5,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,23110e36fd7244b28b427504009fcb95
1340,794d68c02f18413da42c8374eff12f4c,O3k9SmBrBuPIPUHHw0sr,Ley de Seguridad Social,Inactivo,76e49a3cffb64757823edbd5573e419d
1341,1552aaaa8cc141e8877f9a2cda645274,Q9HNWAcmgkrEuYw28wDs,Norma CreaciÃ³n,Activo,20dd40da91384cfdb8e9ac15c1d522dd
1342,978a2db9ca7f4b889eece713baf1ead2,FqCDba2iZzo5t0DLJfMX,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,bed76db6065f4331b838364eface8d2b
1343,257df3cdefb948229ec25f30c9e40c4b,EqdoL7TIim1qP2Pi9jMB,Norma CreaciÃ³n,Activo,5f983ebd389d453eb31c3a84bf4d9266
1344,434c3128af4d4284bd50d8317782b512,YqTfnUyycjUDvbZLfDsV,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,d2acf67eab8141d69827b0f2a4c860a6
1345,484c511ee42d4a8d93062c127d9d62db,krJZa5TZP4uP0IkwiN0f,Ley de Seguridad Social,Activo,44ba38747643453097a6d6f3010214c7
1346,6bd85027e20b41448e6735143bebe383,KfwvPkmVhiBR7F2AOxnb,Norma CreaciÃ³n,Inactivo,c40d5f233d54422abf7640242a05d311
1347,a5975002f58a4f899ef26bbf60c06e6a,lSYIEswzUyckA8BTvvDn,Normal de RegulaciÃ³n,Activo,45469685436b4336b58dbd51bb780b21
1348,5839d4d7a6f6439b98fdf05275dc7f47,CM4ZYoySLGfF9afh1snr,Ley de Seguridad Social,Activo,a2709c7a83df4197b97acaf0d9f2aab7
1349,a04d3f7536764a1fbbb2a4bbe0797541,ieKEd3P3k3Di3DBEYjEj,Normal de RegulaciÃ³n,Activo,eba55c1d42fa475983474f30ded5e87f
1350,73b10d8f23a7470d90451b33876c7c87,tphu2KcM5zCwkS11NkM2,Normal de RegulaciÃ³n,Activo,7c5fe4d333c4442aaef4ce32c61824a7
1351,2e769848b8c54a9cb6e57dd23bdd2fe0,Cc5hRZ3dDIrBOVf9yAE2,Ley de Seguridad Social,Activo,33dbf553410c4df5a8b9c3755f08dba8
1352,a3e6a57786ce48a1919ec8ca18a37c31,cmVQrAb05ND1ky9gro9m,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,37a116d5aed241eeb18eb9b57a83693e
1353,55ab0cfee08043c1b4c28b113f5fcf86,b0M8s9EbtQAZZEtpDTHA,Norma CreaciÃ³n,Activo,5dda639ff1514db5a01959f1feb2bf2b
1354,b167b4a6d56d464ab86098b9f7015cd6,E2BN0wBXaAF7EHiWBspj,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,b218fa3389264c9985045025c60e134e
1355,8ea1d4441b0948faab47ad288639a508,OsdkSD7SwNmmfQgqaKNB,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,5c4d957df6ad46b1b7dea24f76575d4e
1356,b1ffb686f6c7467590e92126bb58fdea,4unKr7NmzTjcve74Qe9e,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,05632da2aaa34c0ca6f8899d9db9e49c
1357,4072584eb7c5460ca3b26bef96299786,KfqAclF3tARye6GvNq1c,Norma CreaciÃ³n,Activo,25188ff8b3764209a39bb44e0273748e
1358,3dfe4c5ae8d649d3aea2e04fcb569559,0uBPlz255ecclumiya9s,Norma CreaciÃ³n,Activo,992da9a509fa47d5aa26df32128a1b0f
1359,edd63a732cdf4fd3a9173715d47266f0,qmExqOFQZ22OULrVZAOR,Norma CreaciÃ³n,Activo,140bcb81415d4dae9d646c40d5850ce2
1360,7091213e89214e2dacf7b0cca41e4b8c,TjYeDy3BETGkftELTHAY,Ley de Seguridad Social,Activo,27e714df571747089dd7e7da69077893
1361,9f1b51c18c074dd9be61365e1ac2f841,8iKrLwDvx5otLLgrXn14,Ley de Seguridad Social,Activo,f7997ae203df41e49a45d82c98103323
1362,35fa88204d4a40a7974ce310a0b705e4,CCW9MM7CMkmYYa35Jrzz,Norma CreaciÃ³n,Activo,1497de662f044ce3bfaf76f9876efe34
1363,1d1a68c827f941f38d2fd4fb3b209a9c,Q6usqERETmoPYr0wJ0Ut,Ley de Seguridad Social,Inactivo,68aa2544913549d49cb77817fa4444d4
1364,1731eca572bb4c2bb9442f8c490aacf1,NXNY4s7tJTajWClTd9gP,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,c5c9832ce68d4b64a3b5f7bac34b486d
1365,e10e02aa2283418dadfa516092dc528a,iad81QZM2B7LRWEcxUPz,Ley de Seguridad Social,Activo,242c8ae3ac254964a5d4227de6fd7e24
1366,d80cec230f164fdca720e9f70032de99,xMVbdcXP3OwiDlM3UHZ7,Ley de Seguridad Social,Activo,0e8e26c425674bdc9901e88cd0b16dbe
1367,710032c48e0741ea92991cd832e81cdb,l5sJ8MyYCsx97nuBxFBN,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Activo,8f30907179cc491ca00e0b0670a787f3
1368,3997c8a0a594453ebb8df4fe670c8338,7Nc3t3FWaZrLEPn7sEcg,Norma CreaciÃ³n,Activo,843470f14a01497e884bfb026e2da33e
1369,7427abfc1f7f4cfdabaef3463d718518,hchzaL9RZ3okfcU4sr4E,Norma CreaciÃ³n,Activo,543931f0a0ed4eaaa8c7e97cb416022e
1370,570ae7b920e841e5b17c363a55e3bf4b,ynufmr2mRWoA4xqyLaJb,Norma CreaciÃ³n,Activo,7d7bbf87122545ba8602cb5899ff0421
1371,a85cd2d9a98043a785c86073450a3e3e,P4qtnntvpeZ3wCbxcIDW,Ley de Seguridad Social,Activo,66469e27f2da49e9a642a89004428e6f
1372,1beb4d4cf33b4edaa35ab7ad42e93753,UcYLCd42jY634cmnJEXK,Norma CreaciÃ³n,Activo,f89096466fe64043a2ef7c9bdd779e9b
1373,56bf1e67fcbf42bd8161d0d279f12888,nCQw8tGfqh9dwWvy0kuO,Ley de Seguridad Social,Activo,8f93ee7692d94cd1878581ec9fdf8e29
1374,053a51e26cc247eea52a06e7a42bf633,Q8g11ge863y4wtWbvQdU,Norma CreaciÃ³n,Activo,21c979e3f0ee4fe2ba3df3f428eedbb0
1375,95f0adac54594539baa2ad82f1b1fe74,5jUjYHssiNXFxJWJdQfp,Ley OrgÃ¡nica del Sistema Nacional de ContrataciÃ³n PÃºblica,Inactivo,33462890ac384f14b1f5c1e0b949a4ae
1376,6464eaf3085e4e3bb02e4fc76b16817d,lebKlhPqJCms4GSJbeRg,Ley de Seguridad Social,Activo,205a02990c204a1db30e72a522428488
1377,f081a80eeda04ab8ae137a1709d05b03,PdfRDEKhvWej5bEgxiML,Ley de Seguridad Social,Activo,9dbbe3a7ce7c4b2ab335aeed01fa1a9e
1378,deec3882b590414aac861bed81fcf040,143Sggu9Ph9bK0QQAOP0,Ley de Seguridad Social,Inactivo,dafaf5183af84ccfb31b7596ce49e893
