,INT_ID_AFILIACION,VAR_NOMBRE_AFILIACION,VAR_TIPO_AFILIACION,VAR_ESTADO_AFILIACION
60,405e242ed0e14753a58d8842e55d0819,Voluntario,Pensionista,Activo
61,c68f6e2b21104d9e97a7eab4f48b7ca2,Voluntario,Pensionista,Inactivo
62,e9a9aa7c442a465aa7ec5001bd4bc7d3,Voluntario,Afiliado,Activo
63,6c4708df893744e78b11036ce5444f5c,Voluntario,Afiliado,Activo
64,17af4c7d2dae40d0845d53d2ee36a72b,Voluntario,Pensionista,Activo
65,faee7c3ce4844d9b8a7cbebbb7b29998,Voluntario,Pensionista,Activo
66,c23a3197a83b4085867d461f326cf495,Voluntario,Pensionista,Activo
67,5887e0c9c857463194e5e26cf94a7970,Asegurado,Pensionista,Activo
68,e440c5886d8a43d097efa3aaa7e08f26,Asegurado,Pensionista,Activo
69,773d9a2545e6459889f80156fb67eae9,Voluntario,Pensionista,Activo
70,cb9fadadf5bf4957af004263f69072f1,Voluntario,Pensionista,Inactivo
71,7c281cfd779d4661afe33ae6c6b3176b,Voluntario,Pensionista,Activo
72,09e9358f6eac4a888485d7841a363f1a,Voluntario,Pensionista,Activo
73,ff194cf82d0d45439b5d18c2fb18ddd0,Voluntario,Pensionista,Activo
74,ec313e9987994108a0cd28a3487f150f,Voluntario,Pensionista,Inactivo
75,cbe48635996949dfafe59a9c64b7fcb6,Voluntario,Pensionista,Activo
76,e82607e3f4b7426faaa0783d5993e9c7,Voluntario,Pensionista,Activo
77,76ccb02e1967455b9b6d3d08c9452512,Asegurado,Afiliado,Activo
78,e1cb19e4c9444b1da8e17b75151bacd9,Voluntario,Pensionista,Activo
79,f1a51170f0ac446480c737966ca0902c,Voluntario,Afiliado,Activo
80,94a3ecca15d14f15891da0a819f12538,Voluntario,Pensionista,Activo
81,5c48851c07114a6d8c131fe6481001e5,Voluntario,Afiliado,Inactivo
82,ecacad760f97413ebf32277764587aae,Voluntario,Pensionista,Activo
83,1715a130abe048e1bf79bdd40b84ae8d,Voluntario,Pensionista,Activo
84,ab55437aa9264996b6b3cab9e3ea0d63,Voluntario,Pensionista,Activo
85,c4c0979cf70b47089baec7424d69698b,Voluntario,Afiliado,Activo
86,1cdb6e46a4e345e6b0d05303ef600568,Asegurado,Pensionista,Activo
87,5b6034c79966421ea84c6565e06028c6,Voluntario,Pensionista,Activo
88,29c737ae402d4620a580d45fec72b650,Voluntario,Pensionista,Activo
89,d382cd998a9a4f52af882933a265e538,Asegurado,Pensionista,Activo
90,4d9525ed75af48a6806fd301cd70377c,Asegurado,Pensionista,Activo
91,975847a0cc704cbe900c88215be743a9,Voluntario,Pensionista,Activo
92,2bac0cd640c944d49fe61811d58ca364,Asegurado,Pensionista,Activo
93,22d711e7f8a64748bcbc08694855dfcf,Voluntario,Pensionista,Activo
94,5f563ce910974f66830ef1cac0568e96,Voluntario,Pensionista,Activo
95,82db30996ccc43b08f4a639f97fbafe9,Voluntario,Pensionista,Activo
96,b315e97184b44633b92b8f6c71ad0990,Voluntario,Pensionista,Activo
97,1a1a562c29dc419e97ecc546ec27819a,Voluntario,Pensionista,Activo
98,465b333387244926a746e19cc809a1e1,Asegurado,Pensionista,Activo
99,6077a057de344c9293ac2e62f904c0b8,Voluntario,Pensionista,Activo
100,be2bc77c698d4287997929c19aacf412,Voluntario,Pensionista,Inactivo
101,b520af406e804ea8b0709258c19f12da,Voluntario,Pensionista,Activo
102,47d1f738a1c8429b85c40320c8ed4713,Voluntario,Pensionista,Inactivo
103,88b5ecde65a84a1ab9f859a0cdf43e1f,Voluntario,Pensionista,Activo
104,640d9c05c6ba497895f19d0d0b10426b,Voluntario,Pensionista,Activo
105,58830cc7aa7c4a28b742a06de39f79ac,Voluntario,Pensionista,Activo
106,625f3ff0b4fd48209a0c920edd14e99a,Asegurado,Pensionista,Activo
107,6787b7f3289140edbaa705ddb91b302a,Asegurado,Pensionista,Activo
108,f894d172fdf64b3bbd78799570ceecd9,Voluntario,Pensionista,Inactivo
109,0d0d83577b2c4651893546eaddf111b4,Voluntario,Afiliado,Inactivo
110,21bf4e1063374a67a555f411f187915d,Voluntario,Pensionista,Activo
111,3d2f7647900949baacd3051fca07b098,Asegurado,Pensionista,Activo
112,d58fc69e4a464214ae3101db654177a8,Voluntario,Pensionista,Activo
113,b456daf762c64d14af646cde5c7659a0,Voluntario,Pensionista,Activo
114,2d6098770ec9490b8c44c055b81ac788,Voluntario,Pensionista,Activo
115,c8609fa2b6cc4a20ab6a2bab528b6c1b,Asegurado,Pensionista,Activo
116,24422502e43d448ea94c6f842e74e7c0,Asegurado,Pensionista,Activo
117,f69598d4386a438aba07551943e6816a,Voluntario,Pensionista,Inactivo
118,38cc99f7dba048feac13e0625f00a7cc,Voluntario,Pensionista,Activo
119,f56adf6bfa154cb380eeb729e68bb0f8,Voluntario,Afiliado,Inactivo
120,b930fcbae076401ea1471af2c48b98ca,Voluntario,Pensionista,Activo
121,87d089b7aed143818f0851b130413723,Asegurado,Afiliado,Activo
122,41ffe441886146ca9e1e5953a1be742a,Voluntario,Pensionista,Inactivo
123,0b158bea480f44a78ded46c7bc9c8535,Voluntario,Pensionista,Activo
124,1322b9648f554a1eb34d51e701344ead,Asegurado,Pensionista,Activo
125,7a1afde5786e4906ad3aedd5b0326f5b,Voluntario,Pensionista,Activo
126,f4f7aeeae0c341f9b8a1581981e69aba,Voluntario,Pensionista,Activo
127,f77982f6c704456796a37beb501ac6dc,Voluntario,Pensionista,Activo
128,57b9769f9cc74081a3fec761c18c3657,Voluntario,Pensionista,Activo
129,be64a2b450c54b9d9e40101e9a9c86f3,Asegurado,Pensionista,Activo
130,a88f765a1fae4b878d94c1300102477b,Asegurado,Pensionista,Activo
131,d352ab6ef8c444d5aada31950e9ebb23,Voluntario,Pensionista,Activo
132,8613c861a8034a87b404edaad10075e0,Voluntario,Pensionista,Inactivo
133,c5593d4dc5394bfc9a31c69ce163a9ea,Voluntario,Pensionista,Activo
134,8ee445c3eb294675966b30b0d4223e73,Voluntario,Pensionista,Activo
135,53e47e33629c45ecbcd0d58e2742180b,Voluntario,Pensionista,Activo
136,632f14ac83bf40aeb06559e3e6b21584,Voluntario,Pensionista,Activo
137,7317f0fc9e45417fada4b19f027fa1f6,Voluntario,Pensionista,Activo
138,3e5f4db932ea4c54ba182864094f29d9,Voluntario,Pensionista,Activo
139,ae05255f93504d388ab47c0357018414,Voluntario,Pensionista,Inactivo
140,0a6eb9c3846d47ed8289e484effc15f5,Voluntario,Pensionista,Inactivo
141,ae87b6cc2ebf49729d6264dbc1fe97d8,Voluntario,Pensionista,Activo
142,19ae170513a441849ad7425da043bcd3,Voluntario,Pensionista,Activo
143,8b6c1650079b43fc8b1cd8e3d4650099,Voluntario,Pensionista,Activo
144,dd90d90e99214904a58c83eb5b542021,Voluntario,Pensionista,Activo
145,0330cf46be6548f9b553020a8a255cee,Voluntario,Pensionista,Activo
146,69a59d6e41db4b918761132df7d3dc69,Voluntario,Afiliado,Activo
147,88db9b4bdd6443e7bb628a718cabeb97,Voluntario,Pensionista,Activo
148,a10082723ae84780b9fd3ea669cf9151,Asegurado,Pensionista,Activo
149,dd8d24cac7c84718a8df283c45cf34e0,Voluntario,Pensionista,Activo
150,8f20adc6753349a681c3ef983baa8a6c,Voluntario,Pensionista,Activo
151,c6dd20fab1e94e63ad87adac96cd5c7b,Asegurado,Pensionista,Activo
152,418708b0f0a54d7ea8a51817b8fad0d8,Voluntario,Afiliado,Activo
153,d88bc76f48b04fbdad2ce43c37f59016,Voluntario,Pensionista,Activo
154,c348e3f9ef2d498fbd6e2991af442689,Voluntario,Afiliado,Activo
155,cbfc0538763242a0879c1121fc2da847,Voluntario,Pensionista,Activo
156,a8b5065c1bee43b5be94529a3123fffb,Voluntario,Pensionista,Activo
157,e77b10398f8b4da8a773fe2051bdaf79,Asegurado,Pensionista,Activo
158,04ccabd53c82485697d87a2f03a5b80c,Voluntario,Pensionista,Activo
159,f110a88707d842f987730df7d40c29f5,Voluntario,Afiliado,Activo
160,c11a2e05e0d9437c85744cb80d21385b,Asegurado,Pensionista,Activo
161,02e6dbf442f04055ac20b4b839e7eb66,Voluntario,Pensionista,Activo
162,9366215d9fc54afe831bd14afd88f9b8,Voluntario,Pensionista,Activo
163,005fb61cc97742f8b8eb8c6bc447fdbe,Voluntario,Pensionista,Activo
164,663769f558024a009eb23675256e3e8c,Asegurado,Afiliado,Activo
165,596035ee857b4141b6923931b0732564,Voluntario,Pensionista,Inactivo
166,a9256cc518964dfa9711d0d780cb056d,Voluntario,Pensionista,Activo
167,783818779fd845efa8ca265a124841ca,Voluntario,Pensionista,Activo
168,f0399971d4bd4d15a6757c0726d67ae6,Voluntario,Pensionista,Activo
169,c597746cf7ab4f94b0f24e2d2ba4d995,Voluntario,Pensionista,Inactivo
170,e78eeee0d5954eb48474e3b83a04fc7d,Voluntario,Afiliado,Activo
171,cd13515d23a144f4b4d43ed9bd34fa02,Voluntario,Afiliado,Activo
172,48ac2144cf924fbeb8213344fff27e3f,Asegurado,Pensionista,Activo
173,2c950999d9d0499c98e33d77bcdc9580,Voluntario,Pensionista,Activo
174,3b56f45481e84394b279a3779770f6e6,Voluntario,Afiliado,Activo
175,8b81add1fcb84225980f0c6bfce81a0f,Voluntario,Pensionista,Activo
176,fded4057db1e4e708e1566f8172cf365,Asegurado,Pensionista,Activo
177,86232687f8914c7b9a0aaf30635f8d68,Voluntario,Afiliado,Activo
178,7a186330bc354dc593975c7aa9e6e6d0,Voluntario,Pensionista,Activo
179,1924d130a1ca4f3cb4b80b93a1e87957,Asegurado,Pensionista,Inactivo
180,9bb9ff498a8c41e6982870524b2d3492,Asegurado,Pensionista,Activo
181,2c77df1ecef94e9184949aeef52105f3,Asegurado,Pensionista,Activo
182,ee71216a45b04f798b84b12b68035334,Voluntario,Afiliado,Activo
183,d1e0fc63287d4fb1b338f64aada52110,Voluntario,Pensionista,Activo
184,f41a13a80613478094d9d6c491bbcb7e,Voluntario,Pensionista,Activo
185,e2e9f841a75f46b5ada9fe3af48689da,Voluntario,Afiliado,Activo
186,d92d46cf18d74040af5ecf0775562617,Voluntario,Pensionista,Activo
187,76b7a3cdaa114c1f82f33d6099486957,Voluntario,Pensionista,Inactivo
188,cf2752b4a2704df69c749d8b805cdafe,Voluntario,Pensionista,Activo
189,21c680cb2d684645828600d7dc44d21a,Asegurado,Pensionista,Activo
190,5a04b615505b4618abb356a28d3ef82a,Voluntario,Pensionista,Activo
191,94ee59a4e36b431e87be4b1a19bb7d9f,Voluntario,Pensionista,Activo
192,4eba21ace2244fd8a05bb760321bfc90,Voluntario,Pensionista,Activo
193,e7b335f1ee0c46bd87b1d206019a32cf,Voluntario,Pensionista,Inactivo
194,37bf04613251485dae53dbbdf4837321,Voluntario,Pensionista,Activo
195,af22c4cd4f434cb6b30a8076d657ee6b,Voluntario,Pensionista,Activo
196,388cc45706ee48bbb07715f35263b415,Voluntario,Pensionista,Activo
197,f76f5624ac494bc7b0d1d3445cb55001,Voluntario,Pensionista,Activo
198,f4828accbb244f42b44ab2d7eab6cbac,Voluntario,Pensionista,Activo
199,3bbdf0d8296846eb88092d648d1f5a0c,Voluntario,Pensionista,Activo
200,3944f23e8b0c4a5a9b29ecabf2dd4ff2,Voluntario,Pensionista,Activo
201,abdd1efa2de247adb7f879a862449c60,Voluntario,Pensionista,Activo
202,d277efc78a024636bd7540fd1b086193,Voluntario,Pensionista,Inactivo
203,31c23bc0939d46cbbbfb2b3593545fe8,Voluntario,Pensionista,Activo
204,1f093686218844648cc87c7581941936,Asegurado,Pensionista,Activo
205,b0ef72fd31d44f7896446312fd143382,Asegurado,Pensionista,Activo
206,d07378d794334ae99dc36dc6f218ae4f,Voluntario,Afiliado,Activo
207,15591522ba8d45f78a21862162699c5b,Voluntario,Afiliado,Activo
208,92a9e4a9f73b472b8a23836d9ba7068d,Voluntario,Pensionista,Activo
209,bed6115200ab4cf49d694e9bb3177a2d,Voluntario,Pensionista,Inactivo
210,a41a5345f2ca4318a589b3174b2b1699,Voluntario,Pensionista,Activo
211,e5129f32b455444c842034a059b06920,Voluntario,Afiliado,Activo
212,bad0bde6b02045e8b4586be7a4eb323f,Voluntario,Afiliado,Inactivo
213,927acbf0903640cca33feb8bed168a77,Voluntario,Pensionista,Activo
214,431aafe9b9044f14951d68eadc147756,Voluntario,Pensionista,Activo
215,9c5b6dea63c9447bae5117e71986beb0,Voluntario,Pensionista,Activo
216,0ebea2f808f94d599b4c0ddb8e523c95,Voluntario,Pensionista,Activo
217,1eb80305390546bcb51c476d4a6dac15,Voluntario,Pensionista,Activo
218,1c48422e6ed544449b6d4b1a1408ecb0,Asegurado,Afiliado,Inactivo
219,7a998c63bcd94aaf977b835b4e5f6406,Voluntario,Pensionista,Inactivo
220,70b1d223caeb41a8a10f8b6a9ac2688f,Voluntario,Pensionista,Inactivo
221,cf9588d3138c48178596523bfea17b3a,Voluntario,Pensionista,Inactivo
222,c14c8fece80c47e9b1686de7f2b59a5a,Voluntario,Pensionista,Activo
223,5fc17c9f6d5f42e5b17880517625e51a,Voluntario,Pensionista,Activo
224,67a731ddb467425b888b093fd5cef56b,Voluntario,Pensionista,Activo
225,b5247d9af0794b259047da737da3eb13,Voluntario,Afiliado,Activo
226,853fc48c30e748f29964454bb91220fa,Voluntario,Afiliado,Activo
227,93f8f3e972914aa0bd5c69a30be9155e,Voluntario,Pensionista,Inactivo
228,f15654d6309c4e40a6970f4af2c8dc04,Asegurado,Pensionista,Activo
229,3a3898bc2188470bb5ce7aeb53e4f3e5,Voluntario,Pensionista,Inactivo
230,3e72d663dd824c81924ba606be158aae,Voluntario,Afiliado,Activo
231,cc5d7dcc51e84f4ea4a0d71d2e32e3c2,Asegurado,Pensionista,Activo
232,bc08eb1be08545878447ffa59d7cb0a6,Voluntario,Pensionista,Inactivo
233,637afe83f0a5486093eb22ae58b6bdf5,Voluntario,Pensionista,Inactivo
234,6dfe18c4bbc44d83aab141b235c3eb22,Voluntario,Pensionista,Activo
235,b926a8472c47402190bd4469389c5a8b,Asegurado,Pensionista,Inactivo
236,e9b9ef9eab744c0d910ac413a6044d7d,Asegurado,Pensionista,Activo
237,d953baa4a79149c5a1ce3e7b19389e46,Voluntario,Pensionista,Inactivo
238,661e85833ec74d7981ad72784e6d25d9,Voluntario,Pensionista,Activo
239,3f4a5d66b6054e4a93ba7f527e3a1f39,Asegurado,Pensionista,Inactivo
240,1d8b219c18bf4cf4ad15114178bb7abe,Voluntario,Pensionista,Activo
241,ba238515c5a04dc9bb6158bf480d064f,Voluntario,Pensionista,Inactivo
242,5a0c5aff95e240999a9f3bfba569cc47,Voluntario,Pensionista,Inactivo
243,251509708b6541f3be1f3d4e16cec6c1,Voluntario,Pensionista,Activo
244,4f93dd0306804153875cfc69f219b3ec,Voluntario,Pensionista,Activo
245,9455deb93a3f4d2aa3cabc91674faad8,Voluntario,Pensionista,Inactivo
246,bf9345de1df24a8ab0a442e97193277b,Voluntario,Pensionista,Activo
247,0b273b1f69d24d2db8f6f46bf151db7b,Voluntario,Pensionista,Activo
248,33f81b5a8c9846a4a710ceed05122a56,Voluntario,Pensionista,Activo
249,435bab3575d7440ca5fba63310e2b5da,Asegurado,Pensionista,Activo
250,2e9fd521783346da912744ef4d5f7400,Voluntario,Pensionista,Activo
251,9e3a59bd348d4ddfbe66e17cfdf3cf98,Voluntario,Pensionista,Activo
252,184480e8a669451ebbde745a66bdb411,Voluntario,Pensionista,Inactivo
253,7b2a22ab31144f30ba398e99f08832a4,Voluntario,Pensionista,Activo
254,7d0d209bacd542ac84fcf362a0adba45,Voluntario,Pensionista,Activo
255,15bf9fae87e84617ae2aa8c835a740a4,Voluntario,Pensionista,Activo
256,7e38c04cf32842e2b382ab3456bcc094,Voluntario,Pensionista,Activo
257,0f2f75dd54764a259b0c3e9902aa7acf,Voluntario,Pensionista,Activo
258,e6d18980597d4afc8c76b01b2b957711,Voluntario,Pensionista,Activo
259,e70720583b6045f594280e0c9cbe5b45,Voluntario,Pensionista,Activo
260,2dc571cf5887463588f3b7924ac12484,Voluntario,Pensionista,Activo
261,a9c826c0814045eb8aa7ae0603f3694c,Voluntario,Pensionista,Activo
262,462e121e3cfd4afe8b17fd31d916c681,Voluntario,Pensionista,Activo
263,30e9a9a7a03f4215b35f281e05b0f557,Voluntario,Afiliado,Activo
264,e7881388ba1542749f9e0049e014419a,Voluntario,Afiliado,Activo
265,0be2d22c63e045a88360819eac0487c4,Voluntario,Pensionista,Activo
266,a127b2ab31dd4ca9aaa46697b18d7a22,Asegurado,Pensionista,Activo
267,489cd6f719514d1eae0df2b87b1b9b24,Voluntario,Pensionista,Activo
268,c31b57bbb43948169a55155e20e31ca5,Voluntario,Pensionista,Activo
269,2d74bd258bf84671b9b2189904badac3,Voluntario,Pensionista,Activo
270,3b54ac0f302f47bcbda70f5892046726,Asegurado,Pensionista,Inactivo
271,bf7044eb73ab4d72ac35fd55f9756cc8,Voluntario,Pensionista,Activo
272,b1943e4fad8d4d0c85bbb76b699eb981,Voluntario,Pensionista,Activo
273,32d2f630bc5b417c9d7115073fc285d6,Voluntario,Pensionista,Activo
274,8d420af874694915ad31654f2d7c7b5c,Asegurado,Pensionista,Activo
275,c143c9e4efcb4035a521cd51d8d4c034,Voluntario,Afiliado,Inactivo
276,634cb1cfd58245c7904e9c7193a2bff7,Voluntario,Pensionista,Activo
277,9947c0e2e42f4f77bad56ec71de8cc72,Voluntario,Pensionista,Activo
278,858825e1e1ac41ad90bdf4afac2d44fa,Voluntario,Pensionista,Activo
279,01cfdba543c64271bde6509048f955da,Voluntario,Pensionista,Activo
280,5d0bfb32bedd42eda31dde392d2e4595,Voluntario,Pensionista,Inactivo
281,cb6d5d9cc28f4096b94a5e865c21b8c3,Voluntario,Afiliado,Activo
282,dfb88554cf064d5381f9584dcedfcd7f,Voluntario,Pensionista,Inactivo
283,42ea333945214dd2899c4981ecf3468d,Voluntario,Afiliado,Activo
284,7031f68ed4db4f828fdcceb2bc02d4ba,Voluntario,Afiliado,Activo
285,8d160674acb94681b3095778dcdb8ca9,Voluntario,Afiliado,Inactivo
286,3a7892fd85ac4e8f9fdc0a91fb8c620a,Voluntario,Pensionista,Inactivo
287,921cda98e1ca4c3191a051698e93273b,Voluntario,Afiliado,Activo
288,987ce2ea5bd646a7b22c7e2ede0a9ae9,Voluntario,Pensionista,Activo
289,298eac3f8ec84ec6897a6ba3b262ceb0,Voluntario,Pensionista,Activo
290,8b6c3a31efea444cbc5900257af6c4e0,Voluntario,Pensionista,Inactivo
291,2d3108603322413fb5f0b1ae71edcea9,Voluntario,Pensionista,Inactivo
292,8b33f76a648b4fb69de8af86e686b459,Voluntario,Pensionista,Activo
293,0113e450242e4f4fbf7c9e7fa2dbe705,Voluntario,Pensionista,Inactivo
294,527beee65ec14c3f82fdb6172d15b1a5,Voluntario,Pensionista,Activo
295,58cb88dce56d467994648829108a3f4c,Asegurado,Pensionista,Activo
296,783cfe7bfe59439580f030c3363d58c1,Voluntario,Pensionista,Activo
297,2a96b2a53522470c8db3844dde1422d9,Asegurado,Pensionista,Activo
298,2d1820c0482e46579f8a197a346e30e7,Voluntario,Pensionista,Activo
299,c191d011a5bf4e36841dc1e0221f24ff,Voluntario,Pensionista,Activo
300,ef6949b7385f4ba3bc906857fbc42d2c,Voluntario,Pensionista,Activo
301,2758f784865d483a86926e9d971b34a5,Voluntario,Pensionista,Activo
302,777edd0bad7f41f79539064bfb60b83c,Voluntario,Pensionista,Inactivo
303,921d6cb300964b45af1b46d80087b0ec,Voluntario,Afiliado,Activo
304,c7146d80f8774ab18761b6abf68f3238,Voluntario,Afiliado,Activo
305,0e82206a7b5e452685652089309d5f79,Voluntario,Pensionista,Activo
306,ca960ddf42664dac81e832ca0300db87,Voluntario,Afiliado,Activo
307,44a51aacb93d43fd9e27924bcbd4618c,Voluntario,Pensionista,Activo
308,911ec717ce264a12a38e1034cf722cec,Voluntario,Pensionista,Activo
309,d07a7bf1f8c04150a4d96ca5c5acd078,Asegurado,Afiliado,Activo
310,cce66d60a78a4b6c8a5e4cc21bf370fe,Voluntario,Afiliado,Activo
311,8f50d72cb6194201af02fc616626ee85,Voluntario,Pensionista,Inactivo
312,63e1b5324d75431d846e73c7b4da97e6,Asegurado,Pensionista,Inactivo
313,a7ad34948b1c412fb197fa30d1588153,Voluntario,Pensionista,Activo
314,1ee1508fdb494b09ab97812fc3382014,Voluntario,Pensionista,Activo
315,4ba7ef3797d0486b9d31b133460db0b0,Voluntario,Pensionista,Activo
316,15c9290053504750ad0ead68dce34019,Voluntario,Pensionista,Activo
317,ae13103f8e584cf19f5739a640a6bf6c,Asegurado,Afiliado,Activo
318,e276e1b32e5e40f784e85341dca3dd7e,Voluntario,Pensionista,Activo
319,855e272c1f1c4b4eaf868ab7f6ff9996,Voluntario,Pensionista,Inactivo
320,a4b04fef733d461fa4bf6ab882708d84,Asegurado,Pensionista,Activo
321,d78ed1f63e3e45f691b5261c79e6de69,Voluntario,Pensionista,Activo
322,ed72b31b91214a7889e7ce7faf5d7c5c,Voluntario,Pensionista,Activo
323,67a2b9a3b93049fb8bad0f3fa4b9955f,Voluntario,Afiliado,Activo
324,c091a427f282405b85e9ae0efb8766c2,Voluntario,Afiliado,Activo
325,76cfe9bb31824a91ac8f54ab4e471f5a,Voluntario,Pensionista,Inactivo
326,9dbfc680bf0b452091c0a89b4dffb51d,Voluntario,Pensionista,Activo
327,615a94a9641e4286ae3ce0f93b2f6a83,Voluntario,Pensionista,Activo
328,1bef829425de476cbe7955b977ef9d3c,Voluntario,Pensionista,Inactivo
329,0c94420255684922ae31301b947b6c94,Voluntario,Pensionista,Activo
330,e59e830301e94fd89baee83ca490aebf,Voluntario,Pensionista,Activo
331,d8ac9d377b624304933ca1f68b94d174,Voluntario,Pensionista,Activo
332,fc0034ae060f40908f4e4cf27177144b,Voluntario,Pensionista,Activo
333,c76610d18e85402385d7630c7d42d92a,Voluntario,Pensionista,Activo
334,182726514d294a6f915c100d0cc3441c,Voluntario,Pensionista,Activo
335,f4ab4e097de5441ea47a74c03b4fe1c4,Asegurado,Pensionista,Activo
336,2aa2bbf974db4d279083123fdc6de58d,Voluntario,Pensionista,Activo
337,b306be4eb2794b8fbb1c4ee70408851d,Asegurado,Afiliado,Activo
338,990f87757a714176b04527c7720fcbe1,Asegurado,Afiliado,Activo
339,7ad70a839faf474b9c09bf2f5dbe04f6,Voluntario,Pensionista,Activo
340,3956c5761c5c4133b203743d46f8304b,Voluntario,Pensionista,Activo
341,d48a2a049afb4ad882986ae1e0cf9b2b,Voluntario,Pensionista,Inactivo
342,50578a5c12e142af908ca46d1070ac32,Voluntario,Pensionista,Activo
343,362e3fd70b33457baab4adea376ab59e,Voluntario,Pensionista,Activo
